Timestep,L_ASIS,L_Ankle_Lat,L_Heel,L_Knee_Lat,L_PSIS,L_Shank_Front,L_Shank_Rear,L_Shank_Upper,L_Thigh_Front,L_Thigh_Rear,L_Thigh_Upper,L_Toe_Lat,L_Toe_Med,L_Toe_Tip,R_ASIS,R_Ankle_Lat,R_Heel,R_Knee_Lat,R_PSIS,R_Shank_Front,R_Shank_Rear,R_Shank_Upper,R_Thigh_Front,R_Thigh_Rear,R_Thigh_Upper,R_Toe_Lat,R_Toe_Med,R_Toe_Tip
2268,0.00970032,0.00171325,0.00360546,0.00354294,0.00408786,0.00375621,0.00451845,0.00431429,0.00993541,0.00489577,0.00620846,0.00304741,0.00305928,0.00263273,0.0109424,0.00500963,0.00207512,0.00542418,0.00477185,0.00467883,0.00278722,0.00488717,0.00538157,0.00350278,0.00198763,0.00553995,0.00317716,0.00284152
2269,0.00995771,0.00191306,0.0036531,0.00360664,0.00417135,0.00373739,0.00461653,0.00433971,0.0100967,0.00488471,0.00609327,0.0027974,0.00286106,0.00256173,0.0107817,0.00494265,0.00259046,0.00520535,0.00478684,0.0047497,0.00275079,0.00482165,0.00553142,0.00382203,0.00171561,0.00576729,0.00309712,0.00289127
2270,0.010207,0.0021501,0.00384912,0.00363749,0.00407752,0.00375695,0.0047026,0.00448834,0.0102154,0.00492888,0.00595773,0.00254472,0.00274743,0.00248284,0.0106199,0.00488323,0.00310009,0.00506196,0.00489819,0.00469657,0.00256759,0.00475665,0.00579821,0.00416986,0.00168959,0.00603639,0.00309193,0.00287381
2271,0.0103567,0.00238291,0.00399579,0.00362192,0.00396399,0.00381695,0.00478983,0.00468611,0.0103201,0.0050007,0.00579335,0.00232947,0.0028136,0.0022865,0.0105955,0.00481705,0.00345305,0.00505233,0.0044521,0.00443068,0.00239861,0.00456854,0.00611138,0.00453154,0.00175094,0.00624899,0.0031277,0.00287917
2272,0.0104459,0.00265457,0.00414592,0.00362709,0.00400204,0.00385014,0.00482395,0.00480599,0.010408,0.00497129,0.00564041,0.00220779,0.00266631,0.00222549,0.010598,0.00470235,0.00382526,0.00513908,0.00394853,0.00428087,0.00254092,0.00427721,0.00646941,0.00485184,0.00184018,0.00637504,0.00313781,0.00292405
2273,0.0106302,0.00300776,0.00432449,0.00372625,0.00377472,0.00389541,0.00501678,0.00500369,0.0103598,0.00525256,0.00552445,0.00211962,0.00241214,0.00234763,0.0105268,0.00466547,0.00411094,0.00541263,0.00416711,0.00421228,0.00267284,0.00398524,0.00690297,0.00527015,0.00233462,0.00656025,0.00315274,0.00304233
2274,0.0111802,0.00331076,0.00463799,0.00384601,0.00385827,0.00403057,0.00522476,0.00528561,0.0103754,0.00577633,0.00549924,0.00200753,0.00238588,0.00249213,0.010503,0.00474026,0.00441359,0.00577628,0.00438469,0.00416644,0.00314075,0.00355633,0.0074835,0.0057741,0.00312182,0.00688267,0.00321858,0.00323377
2275,0.011722,0.00361556,0.00506911,0.00398557,0.00397792,0.00412283,0.00542017,0.00554029,0.0105251,0.00620393,0.00548275,0.00198406,0.00250066,0.00251474,0.0104819,0.00478403,0.00468137,0.00603324,0.00423967,0.0040143,0.00390506,0.00315312,0.00788295,0.00622244,0.00383996,0.00715792,0.00329448,0.00339033
2276,0.0121634,0.00387209,0.00544725,0.00424229,0.00417152,0.00422109,0.00560706,0.00576207,0.0109266,0.00645923,0.00547764,0.00199911,0.00263363,0.00252465,0.0105958,0.00472117,0.00498241,0.00628479,0.0042941,0.00379464,0.00465949,0.00311657,0.0081299,0.0065258,0.00450096,0.00731414,0.0033186,0.00338745
2277,0.0126128,0.00416679,0.00585691,0.00458346,0.00408076,0.00433741,0.00582906,0.00597063,0.011341,0.00690453,0.00546154,0.00205667,0.00273995,0.00264108,0.0107825,0.00474338,0.00528091,0.00647055,0.00481699,0.00376547,0.00501234,0.00344061,0.00822404,0.00682526,0.00503158,0.00730379,0.00336816,0.00309506
2278,0.0130709,0.0044616,0.00618026,0.00489025,0.00394979,0.00443635,0.00595144,0.00617488,0.0116212,0.00741738,0.00549376,0.0021488,0.00284444,0.00283818,0.011072,0.00483602,0.00547646,0.00650286,0.00516766,0.00389633,0.00520111,0.00355049,0.00829386,0.0071428,0.0052653,0.00737287,0.0034376,0.00279632
2279,0.013403,0.00471248,0.00641898,0.00512867,0.00396017,0.00452239,0.00604089,0.00633677,0.0118049,0.00787636,0.00556623,0.00229325,0.00297363,0.00303967,0.0112934,0.00483482,0.00558421,0.00653101,0.00563059,0.00413416,0.00545697,0.0037014,0.00838509,0.00729604,0.00568204,0.00727787,0.00336806,0.00265725
2280,0.0137477,0.00496209,0.00664806,0.00522573,0.00413459,0.0045108,0.00611012,0.00651841,0.011923,0.0081812,0.00564943,0.00249189,0.0031374,0.00311649,0.0114783,0.00479964,0.00565929,0.00641969,0.00585812,0.00411052,0.00544542,0.00385927,0.00826273,0.00729527,0.00633496,0.00714098,0.00327414,0.00268611
2281,0.0140585,0.0051918,0.0068382,0.00523991,0.00432468,0.0044047,0.00622823,0.00662597,0.0119691,0.00838466,0.00572518,0.00263809,0.00324313,0.00317831,0.011648,0.00475244,0.00566584,0.00620366,0.00605962,0.00397378,0.00503644,0.00370083,0.00802825,0.00733133,0.00695547,0.00703486,0.00318274,0.00281344
2282,0.0144104,0.00538105,0.00697563,0.00521113,0.0045527,0.00425112,0.00632204,0.0066324,0.0119505,0.00852112,0.00580804,0.00272011,0.00327587,0.00330346,0.011834,0.00469841,0.00561016,0.00601371,0.00597459,0.00395095,0.00455171,0.0030516,0.00782246,0.00719196,0.00747326,0.00685266,0.00302283,0.00296443
2283,0.0145851,0.00547392,0.00706265,0.00510301,0.00477875,0.00410712,0.00636978,0.00661542,0.0120346,0.00865268,0.00586444,0.00281006,0.00322918,0.00344245,0.0118986,0.00443934,0.00546244,0.00581768,0.00598303,0.00393291,0.00401756,0.00218133,0.00756682,0.00707082,0.00762101,0.00655152,0.00291781,0.00291671
2284,0.01458,0.00548669,0.00713737,0.0049303,0.00495939,0.00394582,0.00636607,0.00657232,0.0121638,0.00878909,0.00588708,0.00288753,0.00319526,0.0035338,0.0118444,0.00414704,0.00540291,0.00564948,0.00636179,0.00374051,0.00330331,0.00154718,0.00733795,0.00703452,0.00794474,0.00637413,0.00288276,0.00279784
2285,0.0145305,0.00545816,0.00707539,0.00470473,0.00506046,0.00379235,0.00629658,0.00645168,0.0122604,0.00886599,0.00586767,0.00287108,0.00314986,0.0035626,0.011807,0.0039403,0.00535864,0.00559083,0.00684829,0.00354343,0.00220385,0.00152707,0.00710092,0.00711692,0.00809049,0.00626448,0.00286829,0.00261847
2286,0.0145568,0.0053832,0.00701988,0.00445106,0.00522211,0.00361981,0.00621738,0.00635648,0.0122761,0.00895454,0.00584103,0.00276799,0.00311157,0.00351189,0.0117722,0.00370728,0.00530498,0.00574516,0.00690774,0.00336923,0.00175833,0.00190822,0.00690166,0.00710539,0.00831948,0.00624227,0.0028864,0.00244639
2287,0.0146474,0.00527683,0.00688024,0.00419501,0.00549415,0.00343108,0.00617226,0.00615642,0.0122117,0.00896585,0.00581573,0.00269114,0.00304985,0.00351079,0.0118811,0.00335816,0.00515556,0.00614662,0.00652824,0.00341102,0.00170578,0.00256871,0.00696345,0.00714682,0.00853495,0.00607129,0.00281277,0.00234469
2288,0.0147065,0.00512333,0.00667782,0.00399108,0.00553221,0.00324534,0.00605302,0.00594986,0.0121175,0.00902994,0.00577391,0.00256476,0.00288258,0.00355622,0.0119727,0.00304014,0.00496985,0.00675798,0.006381,0.00352784,0.00188913,0.00333601,0.00735474,0.0075543,0.00858914,0.00588092,0.00265956,0.00228847
2289,0.0146995,0.00499103,0.00648271,0.0039076,0.00543233,0.003081,0.00589074,0.00567889,0.0120351,0.0092316,0.00576647,0.00244102,0.00270221,0.00362698,0.0121035,0.00273892,0.00487079,0.00759833,0.00654259,0.00374135,0.00226468,0.00391094,0.00806244,0.00827465,0.00858845,0.00551231,0.00245207,0.00219837
2290,0.0146289,0.00482483,0.00620446,0.00396702,0.00528417,0.00292669,0.00565623,0.00539986,0.0120352,0.00917125,0.00577504,0.00227062,0.00250461,0.00367007,0.0121928,0.00233977,0.00475209,0.00865419,0.0066756,0.00397988,0.00276375,0.0043313,0.00897145,0.00920882,0.0086763,0.00503677,0.00224658,0.00199496
2291,0.0145528,0.00462746,0.00587697,0.00417363,0.00522535,0.00281702,0.00540069,0.00506104,0.0121137,0.0089975,0.00572799,0.00210878,0.00231722,0.00367887,0.0123183,0.00203817,0.00452948,0.00973036,0.00665843,0.00414928,0.00321367,0.00462118,0.0100069,0.010173,0.00877832,0.00455999,0.00208184,0.00178026
2292,0.014589,0.00436119,0.0055605,0.0043946,0.00530343,0.00277488,0.00515105,0.00474481,0.0122184,0.00887028,0.00566703,0.00192205,0.00209016,0.00370865,0.0123979,0.00187082,0.0042417,0.0107321,0.00660023,0.00416163,0.00341142,0.0048558,0.0108898,0.0110168,0.00895771,0.00425621,0.00196887,0.00175725
2293,0.014658,0.00409958,0.00526667,0.00466264,0.0054632,0.00276702,0.00488824,0.00433549,0.0123297,0.00875954,0.00564427,0.00179712,0.00185679,0.00373081,0.0124372,0.00181928,0.00400227,0.0113766,0.00646999,0.00415153,0.00347723,0.00497286,0.0113536,0.0116043,0.00906058,0.00415574,0.00195115,0.00179926
2294,0.0146947,0.00378259,0.00491579,0.00499031,0.00563231,0.00279263,0.00453331,0.00402297,0.0124988,0.0085863,0.00562638,0.00163646,0.00164537,0.00373974,0.012393,0.00173648,0.0038423,0.0116159,0.00622472,0.00406456,0.00368116,0.00486489,0.0114192,0.0119219,0.00915016,0.0042037,0.00199887,0.00187909
2295,0.0145763,0.00344816,0.00452109,0.00539976,0.00558205,0.00284056,0.00431091,0.00372432,0.0126457,0.00839651,0.00557894,0.00147375,0.00140882,0.0038078,0.0122915,0.00168962,0.00371413,0.0116258,0.00612204,0.00382434,0.00364078,0.00470119,0.0111557,0.0119415,0.00919319,0.00433174,0.00208457,0.00195581
2296,0.0144681,0.00313462,0.00416414,0.00587632,0.00555268,0.00297166,0.0040737,0.00351471,0.0127312,0.00818096,0.00550687,0.00133668,0.00115457,0.00391495,0.0120892,0.0017718,0.00376948,0.0112914,0.00614002,0.00354189,0.00349719,0.00443895,0.0105357,0.0116425,0.00924028,0.00448505,0.00222809,0.00201172
2297,0.0143426,0.00282887,0.00379041,0.00629611,0.00565705,0.00315635,0.00382399,0.00322329,0.0128016,0.00793858,0.00553237,0.00133637,0.000853501,0.00409971,0.0118281,0.00193046,0.00386267,0.0106312,0.00622268,0.00326501,0.00351674,0.00390741,0.00958033,0.0110984,0.0091677,0.00471673,0.00233302,0.00211563
2298,0.0142521,0.00251058,0.00348922,0.0066018,0.00577534,0.00334298,0.00353086,0.0030117,0.0128335,0.00768388,0.00564313,0.00140645,0.000584467,0.00432277,0.0115379,0.0020889,0.00399836,0.00992055,0.00650638,0.00292371,0.00329755,0.00335427,0.0085921,0.0104591,0.00894911,0.00505586,0.00241258,0.0022445
2299,0.0140593,0.00223412,0.00331261,0.00687176,0.00596824,0.00348084,0.00331477,0.00296897,0.0128465,0.00752314,0.00580614,0.00162259,0.000493395,0.00453143,0.01116,0.00235254,0.00414369,0.00926827,0.00673126,0.00267393,0.00277441,0.00273677,0.00776317,0.00976102,0.00870188,0.00545324,0.00255724,0.00239617
2300,0.0137269,0.00193856,0.00316916,0.00705999,0.00615608,0.0037086,0.00326653,0.0030865,0.0128208,0.00736713,0.00603691,0.00184528,0.000571259,0.00474302,0.0108642,0.00282812,0.00382461,0.00866539,0.00684976,0.00242572,0.00211486,0.00222484,0.00714027,0.00902112,0.00826986,0.00587179,0.00285294,0.00269458
2301,0.0133369,0.00171082,0.00293983,0.00719288,0.0063359,0.0038882,0.00336554,0.00328168,0.0127539,0.00724217,0.00628448,0.00210074,0.000844184,0.00496974,0.0105223,0.00320729,0.00278219,0.00814324,0.00688506,0.00240808,0.00162637,0.00159298,0.00668338,0.0082591,0.00766842,0.00615399,0.00335532,0.00314054
2302,0.0129753,0.00153574,0.00266696,0.00723599,0.00648749,0.00396403,0.00338345,0.00350898,0.0127313,0.00721875,0.0065119,0.00243771,0.00113341,0.00519399,0.0100789,0.00321384,0.00248869,0.00771153,0.00702654,0.00261273,0.00147594,0.00125549,0.00648177,0.00752839,0.00699602,0.00638389,0.00389254,0.00359294
2303,0.0127302,0.00136471,0.00234848,0.00725522,0.00649595,0.00395572,0.00343353,0.00367325,0.0126646,0.00723183,0.00666217,0.00279731,0.0013631,0.00538816,0.00965303,0.00240288,0.00298426,0.00720841,0.00720657,0.00282528,0.00179488,0.00132225,0.00661486,0.00689896,0.006544,0.00654324,0.0042695,0.00391771
2304,0.0125831,0.00112618,0.00188152,0.00723735,0.00638781,0.00388366,0.00353281,0.00367654,0.0124067,0.00708492,0.00672933,0.00315738,0.00160715,0.0054798,0.00938243,0.00219699,0.00362861,0.006571,0.00730145,0.0031117,0.00210385,0.00161292,0.00700005,0.00643636,0.00641077,0.00684162,0.00466393,0.00426085
2305,0.0124769,0.000979521,0.00147011,0.00713781,0.00624455,0.00382366,0.0035022,0.00353682,0.0122043,0.00676767,0.00663482,0.0035529,0.00182844,0.0055484,0.00903365,0.0033345,0.00464494,0.00565465,0.00720685,0.00340073,0.00222224,0.0018906,0.00754105,0.00605227,0.00654729,0.0074409,0.00526685,0.00483428
2306,0.0123352,0.00104796,0.0011453,0.00683863,0.00617303,0.00355948,0.0031737,0.00313056,0.0120634,0.00635366,0.00639872,0.00391018,0.00205753,0.00571619,0.00869864,0.00418084,0.0053903,0.00501419,0.00705133,0.00309995,0.00243424,0.0030708,0.00822511,0.00579791,0.00672271,0.00760387,0.00557788,0.00507531
2307,0.0121405,0.00127199,0.00117497,0.00643878,0.00615601,0.00330488,0.00269231,0.00258903,0.0118221,0.0058805,0.00600533,0.00434117,0.00229104,0.0060154,0.00830951,0.0046677,0.00562792,0.00474292,0.00676222,0.0025845,0.00292608,0.00446998,0.0090506,0.00562638,0.00658916,0.00705887,0.00531802,0.00478843
2308,0.0118144,0.00156045,0.00180389,0.00599554,0.00616531,0.00302812,0.00217488,0.0020813,0.0114052,0.00539011,0.00557534,0.00488568,0.00257009,0.00635506,0.00790961,0.00506278,0.00568366,0.00442212,0.00658746,0.00229192,0.00420657,0.00516269,0.00989424,0.0056059,0.00610436,0.00629299,0.00483866,0.00423588
2309,0.0112174,0.00187099,0.0025908,0.00561879,0.00603614,0.00269529,0.00181029,0.00172027,0.0110946,0.00489988,0.00514833,0.00546324,0.0029145,0.00656992,0.00743469,0.00505998,0.00564486,0.00444704,0.00626129,0.00222302,0.00563363,0.00517793,0.0105229,0.00564354,0.00566815,0.00551405,0.00434811,0.00360941
2310,0.0104283,0.00226108,0.00328893,0.00530639,0.00576766,0.00235227,0.00185101,0.00163806,0.0108509,0.00445969,0.00479678,0.00616895,0.00335786,0.00658057,0.00705559,0.00464748,0.00544941,0.00480425,0.00579718,0.00231873,0.00611127,0.00476666,0.0109325,0.00547672,0.00525741,0.00482778,0.003904,0.00300981
2311,0.00975422,0.00263889,0.00401389,0.00492649,0.00553903,0.00219726,0.00220601,0.00184044,0.0105042,0.00415104,0.00468943,0.00701656,0.00376089,0.00651752,0.00673481,0.00408068,0.00503291,0.00501052,0.00560311,0.00267408,0.00544846,0.00406919,0.0113385,0.00483556,0.00473106,0.00423282,0.00331776,0.00254267
2312,0.00926254,0.00311817,0.00470918,0.00451716,0.00539778,0.00236613,0.00255595,0.00234886,0.00995167,0.00404364,0.00486084,0.00797482,0.00416465,0.0063988,0.00634384,0.00338338,0.00454899,0.00491558,0.00565751,0.00330866,0.00392406,0.00328745,0.0119518,0.00394498,0.00400202,0.00345151,0.00249811,0.00187812
2313,0.00885789,0.00364424,0.00515386,0.00408465,0.0053259,0.00279466,0.00296871,0.00288225,0.00936831,0.00408485,0.00512953,0.00903933,0.00464617,0.00632506,0.00609851,0.00271205,0.00416673,0.00464692,0.00558134,0.00414587,0.00275114,0.00284082,0.0125088,0.00309553,0.00323841,0.00250352,0.00191033,0.00129769
2314,0.00847807,0.00414608,0.00523892,0.00353614,0.00560285,0.00319494,0.00345494,0.00333312,0.00879326,0.00419834,0.00527263,0.0100469,0.00515554,0.00628153,0.00603608,0.00226839,0.0040037,0.00452506,0.00541148,0.00492357,0.00282157,0.00317423,0.0126072,0.00265221,0.00284885,0.00182368,0.00170633,0.0010327
2315,0.00808638,0.00464757,0.00504754,0.00282084,0.00584273,0.00339714,0.0038691,0.00358264,0.00806894,0.00429194,0.00519532,0.0107637,0.0055207,0.00624118,0.00620907,0.00215892,0.00399334,0.00450288,0.00519738,0.00561392,0.00327742,0.00384403,0.0122187,0.00238349,0.00278294,0.00155096,0.00172319,0.000980135
2316,0.00793836,0.00514706,0.00469263,0.00193054,0.00582767,0.00334436,0.00429471,0.00369632,0.00724642,0.00437042,0.00518744,0.0111625,0.00577578,0.00614909,0.00641966,0.00214789,0.00410224,0.00460962,0.00479694,0.00605271,0.00349986,0.00423213,0.0117718,0.00216353,0.00280568,0.00154077,0.00179549,0.00100566
2317,0.00796013,0.00548239,0.00415785,0.00101046,0.0058136,0.00313438,0.00478617,0.00372599,0.006456,0.00446684,0.00518609,0.0117325,0.00621641,0.00627003,0.00649607,0.00213605,0.00429593,0.00468649,0.00416228,0.00617857,0.00334958,0.00424079,0.0117161,0.0019413,0.00277988,0.00163749,0.00178588,0.00102676
2318,0.00825282,0.00553658,0.00357477,0.000741348,0.00573117,0.00296568,0.00531046,0.00358461,0.00568329,0.00468037,0.00521363,0.012659,0.00687606,0.00684474,0.00634837,0.00211222,0.00449368,0.00458176,0.00341057,0.00601797,0.00312543,0.00392373,0.0119442,0.00171955,0.00261451,0.00180069,0.00171414,0.00111899
2319,0.00872308,0.00545675,0.00330815,0.00145666,0.00569651,0.00309548,0.00563018,0.00326615,0.00508724,0.00487858,0.00526376,0.013779,0.00768941,0.00753529,0.00599685,0.00220001,0.00473691,0.00434442,0.00270518,0.00568096,0.00290258,0.00358067,0.0121143,0.00151402,0.00263875,0.00193625,0.0016302,0.00125604
2320,0.00926796,0.00550022,0.00358514,0.00224547,0.00572558,0.00361999,0.00571842,0.00275466,0.00477043,0.00510585,0.00533775,0.0146892,0.00810174,0.00799874,0.00549774,0.00230103,0.00490208,0.00409261,0.00224566,0.00528108,0.0024079,0.00330678,0.0119739,0.0014392,0.0027788,0.001935,0.00168953,0.00121121
2321,0.00986325,0.00561013,0.00395127,0.00303357,0.0058611,0.0042769,0.00550772,0.00248125,0.00483031,0.0052442,0.00546613,0.014747,0.00783262,0.00773507,0.00496979,0.00238011,0.00509003,0.00379922,0.00216214,0.00495072,0.00185491,0.00321983,0.0117199,0.00147731,0.00309076,0.00194565,0.00183406,0.00125846
2322,0.0103833,0.00564809,0.0040019,0.00383268,0.00595303,0.00477395,0.00521783,0.00301375,0.00503606,0.00523071,0.00565573,0.014167,0.00731886,0.00719904,0.00443557,0.00243108,0.00528456,0.00334863,0.00239342,0.00466643,0.00159094,0.00325752,0.0113789,0.00150407,0.00337754,0.00206713,0.00192998,0.00141469
2323,0.0107669,0.00568641,0.00368096,0.00457055,0.00615659,0.00505381,0.00511024,0.00403051,0.00529382,0.00534636,0.00589969,0.0132889,0.00695744,0.00678651,0.00391327,0.00241087,0.0053551,0.00298136,0.00285191,0.00438314,0.0017177,0.00322191,0.0110472,0.00156901,0.00389333,0.00219631,0.00197108,0.00147033
2324,0.0110453,0.00578465,0.00320488,0.00527978,0.00618326,0.00525007,0.0052316,0.00504624,0.00569704,0.00542073,0.00611906,0.0122977,0.00666108,0.0065318,0.00342132,0.00240117,0.00538833,0.00289547,0.00329041,0.00413011,0.00193477,0.00322924,0.0106014,0.00156401,0.00417673,0.00229325,0.0020118,0.00151772
2325,0.0112944,0.00594241,0.00266092,0.0059543,0.00624256,0.00549565,0.00542232,0.00585068,0.00606059,0.00554335,0.00628196,0.0112136,0.00624524,0.00625594,0.00293236,0.00241291,0.00534838,0.00287953,0.00387544,0.00409757,0.00199773,0.00329025,0.0101015,0.00171818,0.00446028,0.00237075,0.00205268,0.00157031
2326,0.0116019,0.00602391,0.00205093,0.00656778,0.00628911,0.00570103,0.00562376,0.00634005,0.00635462,0.00565844,0.00646618,0.0101488,0.00586542,0.00587228,0.00244391,0.00244174,0.00529003,0.00285894,0.00425023,0.00422162,0.00199221,0.00336097,0.00952196,0.00198981,0.00440366,0.00243471,0.00209779,0.00157888
2327,0.0116653,0.00603247,0.00165732,0.00712417,0.00634967,0.00583284,0.00567069,0.00650285,0.00655836,0.00573586,0.00664167,0.00940744,0.0055844,0.00564029,0.00213191,0.00249077,0.00529542,0.00302276,0.00446852,0.00439018,0.00199345,0.00343832,0.0089231,0.00236147,0.00435313,0.00248168,0.00215957,0.00157193
2328,0.0115285,0.00596893,0.00148367,0.00763592,0.00636185,0.00586619,0.00558841,0.00644004,0.00666471,0.00596,0.00668141,0.00883777,0.00533034,0.00558227,0.0018491,0.0025294,0.00529859,0.00325669,0.00466899,0.00453872,0.00216827,0.00338871,0.00832092,0.00268521,0.00452389,0.0025026,0.00224297,0.00157854
2329,0.0113633,0.00586055,0.00140551,0.00809636,0.00642443,0.00589345,0.00543898,0.00619898,0.00672199,0.00630019,0.00664729,0.00849794,0.00519907,0.00549524,0.00157305,0.00257014,0.0053531,0.0033882,0.0048957,0.00460779,0.00241417,0.0033527,0.00775405,0.0027378,0.00444996,0.00254938,0.00226171,0.00168732
2330,0.0112852,0.00579552,0.00138252,0.00850768,0.0064956,0.00589869,0.00529108,0.00590088,0.00679351,0.006697,0.00664467,0.00831294,0.00514013,0.00543455,0.00133141,0.00258361,0.00527878,0.00345874,0.00503374,0.00464708,0.00260925,0.00334755,0.00719513,0.00309395,0.00446812,0.00262807,0.00227494,0.00169934
2331,0.0111621,0.0057191,0.00135936,0.00889657,0.00657281,0.00573832,0.00513856,0.00558006,0.00682121,0.00693095,0.00672533,0.00814686,0.00516064,0.00522518,0.0012979,0.00261133,0.00509099,0.00357056,0.00510568,0.00465664,0.00274219,0.00331042,0.00671737,0.00344965,0.00472744,0.00272551,0.00232209,0.0016352
2332,0.0110162,0.0055607,0.00137672,0.0092701,0.0065131,0.00537572,0.00499805,0.00517745,0.00682143,0.00718739,0.00672658,0.00802582,0.00516322,0.00512314,0.00137995,0.0026547,0.00501062,0.00378126,0.00520879,0.00459786,0.00292381,0.00329249,0.00636622,0.00337222,0.00488314,0.00285943,0.00240947,0.00150626
2333,0.0108389,0.00544239,0.00141389,0.00957958,0.00636107,0.00491751,0.00478799,0.00472253,0.00680566,0.00743283,0.00657829,0.00785821,0.00506946,0.00505279,0.00148263,0.00263636,0.00506082,0.00382701,0.00526581,0.00456674,0.0031419,0.00338368,0.00610228,0.0032361,0.00466355,0.00300381,0.0024036,0.00143617
2334,0.0104663,0.00536903,0.00150483,0.00980832,0.00622115,0.00444248,0.00461464,0.00419855,0.00676425,0.00734125,0.00637784,0.00774999,0.00500145,0.00496316,0.00168357,0.00253934,0.00508575,0.00382139,0.00521529,0.00463324,0.00325982,0.00358827,0.00583859,0.00317788,0.00454103,0.00304512,0.00229317,0.00138805
2335,0.010098,0.00536511,0.00158509,0.00985929,0.00598282,0.00393608,0.00464228,0.00362649,0.00668114,0.00733803,0.00617387,0.00779843,0.00506878,0.00489329,0.00193061,0.0023897,0.00501505,0.0038567,0.00499764,0.00467902,0.00288308,0.00370057,0.00542568,0.00325137,0.00449063,0.00302659,0.00223265,0.00142621
2336,0.0097394,0.00540997,0.00165334,0.00986558,0.00579674,0.00342526,0.00490043,0.00322905,0.00646353,0.00752657,0.00591631,0.0079605,0.00519562,0.00487967,0.00217578,0.00233643,0.00505676,0.00394901,0.00460579,0.0046683,0.00252996,0.0036529,0.00494193,0.00325092,0.00439182,0.00305958,0.00219369,0.00149952
2337,0.00940922,0.00540365,0.0016943,0.00990948,0.00554212,0.00300945,0.00536671,0.00312951,0.00618734,0.00770746,0.00567306,0.00837954,0.00543337,0.00500621,0.00236615,0.00259675,0.00526186,0.00406747,0.00463701,0.0047104,0.0024988,0.00355643,0.00452259,0.00318277,0.00425505,0.00317109,0.00223253,0.00154644
2338,0.00903285,0.00535394,0.00175175,0.00998369,0.00532452,0.00268036,0.00592478,0.00343556,0.00580908,0.00741271,0.00541926,0.00884754,0.00578693,0.00510988,0.00252455,0.0026752,0.00528777,0.00425835,0.00453852,0.00481794,0.0025479,0.00350036,0.0042496,0.00306801,0.00416488,0.003149,0.00222456,0.00149212
2339,0.00872942,0.00525988,0.00178549,0.0100369,0.00521059,0.00244569,0.00638465,0.00393428,0.00543217,0.00719166,0.0051332,0.00935451,0.00591995,0.00542694,0.00269436,0.00261167,0.00529382,0.00427602,0.00439437,0.00487054,0.00255607,0.00334969,0.00398838,0.00308252,0.00403366,0.00311112,0.00222007,0.00147118
2340,0.00844362,0.00518449,0.00182053,0.0100541,0.00523603,0.00228907,0.00666971,0.00446165,0.0051308,0.00696922,0.0048043,0.00983584,0.0061306,0.00570182,0.00287108,0.00261753,0.00519356,0.00426692,0.00415847,0.00484849,0.0025463,0.00316775,0.0036318,0.00318303,0.00391991,0.0031334,0.00222605,0.00141555
2341,0.00822076,0.00525085,0.00174345,0.010018,0.00510583,0.00218925,0.00698153,0.00494061,0.00482934,0.00665822,0.00434432,0.0102289,0.00655847,0.00575173,0.0030393,0.00255393,0.00518928,0.00427549,0.00398293,0.00482204,0.00266644,0.00312123,0.00329409,0.00324863,0.00394001,0.00313756,0.00215836,0.00139752
2342,0.00804582,0.00534666,0.00164862,0.00994926,0.00494161,0.00207895,0.00709633,0.00512996,0.00435235,0.00629874,0.00395177,0.0106466,0.00671999,0.00588557,0.0031843,0.00240796,0.00528982,0.00419845,0.00391111,0.00479579,0.00272041,0.0031028,0.00302259,0.00327673,0.00386394,0.00314408,0.00198448,0.00149991
2343,0.00786961,0.00532089,0.00152597,0.00992281,0.00474887,0.00197379,0.00706972,0.00514747,0.00383816,0.00621156,0.00355177,0.0109064,0.00676891,0.00600883,0.00340565,0.00225287,0.00536168,0.00415282,0.00403987,0.00476867,0.00273682,0.00303325,0.00280407,0.00351663,0.00378027,0.00313054,0.0017768,0.0015773
2344,0.00778423,0.0053065,0.00152651,0.00987842,0.0044489,0.00183971,0.00708846,0.00510854,0.00340865,0.0060898,0.00312272,0.0110773,0.00682346,0.00614047,0.00370309,0.00203835,0.00543498,0.00414859,0.00433687,0.00472235,0.00267227,0.00289751,0.00267597,0.00371433,0.00389238,0.00307011,0.0016872,0.00155962
2345,0.00774538,0.00531591,0.00160112,0.00987082,0.004324,0.00175893,0.00712384,0.00503615,0.00305493,0.00592283,0.00269189,0.0113155,0.00686304,0.00625426,0.00408647,0.00179835,0.00555019,0.00403907,0.00457757,0.00473717,0.00244935,0.00278767,0.00269108,0.00387467,0.00407278,0.00295564,0.0016853,0.00145564
2346,0.00782096,0.00534993,0.0017953,0.00983893,0.00439012,0.00167998,0.00707994,0.00480714,0.00270692,0.00583314,0.00228472,0.0114529,0.00683066,0.00620207,0.00448123,0.00153035,0.0056609,0.00380295,0.00440323,0.0048605,0.00234328,0.00272078,0.00293418,0.00409194,0.00417994,0.00281634,0.00148817,0.00142386
2347,0.007789,0.00529694,0.00197989,0.00982373,0.00450158,0.00169074,0.00694287,0.00456073,0.00248369,0.00578306,0.00196259,0.0115163,0.00678167,0.00612126,0.00490296,0.00134379,0.00550437,0.00355898,0.00441716,0.00489528,0.00216951,0.00263756,0.00345716,0.00450365,0.00430064,0.00268779,0.00126271,0.00138146
