time,pos_pelvis_tilt,pos_pelvis_list,pos_pelvis_rotation,pos_pelvis_tx,pos_pelvis_ty,pos_pelvis_tz,pos_hip_flexion_r,pos_hip_adduction_r,pos_hip_rotation_r,pos_knee_angle_r,pos_ankle_angle_r,pos_subtalar_angle_r,pos_mtp_angle_r,pos_hip_flexion_l,pos_hip_adduction_l,pos_hip_rotation_l,pos_knee_angle_l,pos_ankle_angle_l,pos_subtalar_angle_l,pos_mtp_angle_l,pos_lumbar_extension,pos_lumbar_bending,pos_lumbar_rotation,pos_arm_flex_r,pos_arm_add_r,pos_arm_rot_r,pos_elbow_flex_r,pos_pro_sup_r,pos_wrist_flex_r,pos_wrist_dev_r,pos_arm_flex_l,pos_arm_add_l,pos_arm_rot_l,pos_elbow_flex_l,pos_pro_sup_l,pos_wrist_flex_l,pos_wrist_dev_l,vel_pelvis_tilt,vel_pelvis_list,vel_pelvis_rotation,vel_pelvis_tx,vel_pelvis_ty,vel_pelvis_tz,vel_hip_flexion_r,vel_hip_adduction_r,vel_hip_rotation_r,vel_knee_angle_r,vel_ankle_angle_r,vel_subtalar_angle_r,vel_mtp_angle_r,vel_hip_flexion_l,vel_hip_adduction_l,vel_hip_rotation_l,vel_knee_angle_l,vel_ankle_angle_l,vel_subtalar_angle_l,vel_mtp_angle_l,vel_lumbar_extension,vel_lumbar_bending,vel_lumbar_rotation,vel_arm_flex_r,vel_arm_add_r,vel_arm_rot_r,vel_elbow_flex_r,vel_pro_sup_r,vel_wrist_flex_r,vel_wrist_dev_r,vel_arm_flex_l,vel_arm_add_l,vel_arm_rot_l,vel_elbow_flex_l,vel_pro_sup_l,vel_wrist_flex_l,vel_wrist_dev_l,tau_pelvis_tilt,tau_pelvis_list,tau_pelvis_rotation,tau_pelvis_tx,tau_pelvis_ty,tau_pelvis_tz,tau_hip_flexion_r,tau_hip_adduction_r,tau_hip_rotation_r,tau_knee_angle_r,tau_ankle_angle_r,tau_subtalar_angle_r,tau_mtp_angle_r,tau_hip_flexion_l,tau_hip_adduction_l,tau_hip_rotation_l,tau_knee_angle_l,tau_ankle_angle_l,tau_subtalar_angle_l,tau_mtp_angle_l,tau_lumbar_extension,tau_lumbar_bending,tau_lumbar_rotation,tau_arm_flex_r,tau_arm_add_r,tau_arm_rot_r,tau_elbow_flex_r,tau_pro_sup_r,tau_wrist_flex_r,tau_wrist_dev_r,tau_arm_flex_l,tau_arm_add_l,tau_arm_rot_l,tau_elbow_flex_l,tau_pro_sup_l,tau_wrist_flex_l,tau_wrist_dev_l,acc_pelvis_tilt,acc_pelvis_list,acc_pelvis_rotation,acc_pelvis_tx,acc_pelvis_ty,acc_pelvis_tz,acc_hip_flexion_r,acc_hip_adduction_r,acc_hip_rotation_r,acc_knee_angle_r,acc_ankle_angle_r,acc_subtalar_angle_r,acc_mtp_angle_r,acc_hip_flexion_l,acc_hip_adduction_l,acc_hip_rotation_l,acc_knee_angle_l,acc_ankle_angle_l,acc_subtalar_angle_l,acc_mtp_angle_l,acc_lumbar_extension,acc_lumbar_bending,acc_lumbar_rotation,acc_arm_flex_r,acc_arm_add_r,acc_arm_rot_r,acc_elbow_flex_r,acc_pro_sup_r,acc_wrist_flex_r,acc_wrist_dev_r,acc_arm_flex_l,acc_arm_add_l,acc_arm_rot_l,acc_elbow_flex_l,acc_pro_sup_l,acc_wrist_flex_l,acc_wrist_dev_l,missing_grf_data,missing_grf_reason,calcn_r_probably_contacting_ground,calcn_l_probably_contacting_ground,calcn_r_contact_cop_x,calcn_r_contact_cop_y,calcn_r_contact_cop_z,calcn_r_contact_moment_x,calcn_r_contact_moment_y,calcn_r_contact_moment_z,calcn_r_contact_force_x,calcn_r_contact_force_y,calcn_r_contact_force_z,calcn_l_contact_cop_x,calcn_l_contact_cop_y,calcn_l_contact_cop_z,calcn_l_contact_moment_x,calcn_l_contact_moment_y,calcn_l_contact_moment_z,calcn_l_contact_force_x,calcn_l_contact_force_y,calcn_l_contact_force_z,marker_error_rms,marker_error_max,residual_norm
0.39,0.0388884,-0.05751,0.0813271,-0.0659753,0.985992,-0.252127,0.38395,0.0368504,-0.211389,0.26662,-0.0215528,0.0272976,-0.0028653,-0.246214,-0.0902969,-0.0648397,0.580601,0.169174,-0.044863,0.00226426,-0.146456,0.126626,-0.176937,-0.0847093,-0.195633,-0.262902,0.680445,1.14848,0.00180393,0.00287048,0.0970729,-0.166979,0.0196261,1.10492,0.964593,-0.000125259,-0.00320579,0.154851,-0.366608,0.48578,1.47215,0.16333,0.11334,-0.602647,0.179579,-0.375603,2.12254,-0.278089,0,0,2.408,-1.25233,-0.222441,6.03477,-5.46966,0,0,0.142866,0.42716,-0.11138,-0.221396,0.236203,0.0131027,-0.100927,-0.85487,0,0,-0.625886,0.366355,-0.126657,-1.83199,-0.051427,0,0,4.02209,2.76879,-2.82961,1.21596,5.39292,1.69525,-56.8376,-33.7429,5.58036,-28.4211,17.5038,0.769142,-0.168848,34.1533,0.607267,-0.0348815,-3.20642,0.511379,0.0798993,-0.0720833,27.401,-24.7733,14.0807,1.78653,-1.98338,-0.268385,2.17013,-0.0353724,0.131583,-0.217641,-2.40272,-3.389,-1.00666,1.20501,-0.0354664,0.0238392,-0.150844,4.82498,2.05405,-3.44289,-3.43449,-1.16728,0.871014,-12.8171,4.64957,9.75674,-10.4486,50.5405,0,0,30.1392,2.79621,21.6598,26.6829,-69.6967,0,0,-9.5855,-6.7672,14.1988,3.36748,1.15691,-0.0692276,8.99294,-14.9452,0,0,8.13202,-4.62101,3.69997,-3.27788,1.93659,0,0,0,0,1,0,0.0975073,0,-0.17753,-0.483502,2.79835,-0.112696,-119.817,693.463,-27.9274,0,0,0,0,0,0,0,0,0,0.000338797,0.0529647,8.07998
0.4,0.0409194,-0.0609707,0.0858406,-0.0515972,0.987508,-0.250907,0.376642,0.0391111,-0.214169,0.286801,-0.0192797,0.0272976,-0.0028653,-0.21912,-0.102541,-0.0648981,0.643618,0.107508,-0.044863,0.00226426,-0.145986,0.130221,-0.176631,-0.0865865,-0.193156,-0.262778,0.680335,1.13844,0.00180393,0.00287048,0.0916273,-0.163778,0.0187295,1.08627,0.964272,-0.000125259,-0.00320579,0.203101,-0.346068,0.451351,1.43781,0.151657,0.122051,-0.730818,0.226075,-0.278035,2.01806,0.227315,0,0,2.70939,-1.22437,-0.0058432,6.3016,-6.16663,0,0,0.0470108,0.359488,0.0306077,-0.187721,0.247772,0.0124104,-0.0109976,-1.00432,0,0,-0.544566,0.320144,-0.089657,-1.86477,-0.0320611,0,0,0.523935,-0.465308,-3.96901,0.148432,0.757545,-0.334376,-51.8183,-40.8055,7.34863,-37.7613,15.7351,1.30362,-0.159889,29.2877,-0.859785,-0.0968481,-2.09999,0.965045,-0.160491,-0.178867,25.5403,-26.4104,12.8425,2.18622,-2.17712,-0.254804,2.37737,-0.0266142,0.150893,-0.234787,-1.68311,-3.51408,-1.06597,1.53583,-0.0378591,0.0513231,-0.184755,4.34325,0.621283,-5.39381,-3.4241,-0.81471,0.936845,-13.7898,7.75426,11.1774,-16.2794,42.4949,0,0,24.7307,2.14181,14.4139,14.1785,-44.2619,0,0,-9.67127,-5.223,15.4195,4.87093,-0.848573,4.59894,9.27791,-11.1857,0,0,7.82388,-4.47012,2.05432,0.283145,2.06549,0,0,0,0,1,0,0.102474,0,-0.176281,-0.453906,2.59828,-0.122176,-129.525,741.436,-34.8636,0,0,0,0,0,0,0,0,0,0.000313264,0.0483519,4.11726
0.41,0.0433847,-0.0643692,0.0898147,-0.0375616,0.988943,-0.249593,0.367955,0.0421473,-0.215832,0.305354,-0.0127571,0.0272976,-0.0028653,-0.189553,-0.11457,-0.0635152,0.708051,0.0414153,-0.044863,0.00226426,-0.146483,0.133294,-0.174783,-0.0879767,-0.190763,-0.262194,0.681153,1.12728,0.00180393,0.00287048,0.086964,-0.161023,0.0180384,1.06765,0.964158,-0.000125259,-0.00320579,0.246533,-0.339855,0.397413,1.40356,0.14351,0.131419,-0.868716,0.303618,-0.166262,1.85526,0.652264,0,0,2.9567,-1.20295,0.138295,6.44339,-6.60925,0,0,-0.0497019,0.307258,0.184803,-0.139012,0.239286,0.0583999,0.0817815,-1.11618,0,0,-0.466327,0.275443,-0.0691138,-1.86194,-0.0114062,0,0,0.958485,-0.170397,-4.40425,0.299013,0.314366,-0.397527,-44.787,-47.321,8.84135,-46.931,13.3457,1.69525,-0.145024,24.2474,-2.33965,-0.224282,-1.33153,1.48301,-0.395656,-0.298051,25.9139,-25.5109,11.6587,2.45867,-2.25804,-0.186117,2.52428,-0.0117294,0.175056,-0.239042,-1.10762,-3.59054,-1.09156,1.81386,-0.039215,0.075252,-0.209772,4.16763,-0.0228797,-6.62289,-3.18418,-0.457065,0.902067,-15.0793,9.58086,11.3032,-22.1315,31.9632,0,0,17.5546,1.55877,6.49929,0.0145295,-10.1597,0,0,-9.12239,-4.05387,15.5575,5.92327,-2.95117,10.4454,8.77751,-5.95581,0,0,6.81787,-4.48573,1.14738,2.87434,1.4084,0,0,0,0,1,0,0.10703,0,-0.175256,-0.434348,2.47543,-0.130307,-136.983,780.689,-41.0957,0,0,0,0,0,0,0,0,0,0.000287449,0.0433092,4.54879
0.42,0.0462668,-0.06777,0.0931266,-0.0238444,0.990333,-0.248188,0.35776,0.0461416,-0.216364,0.321693,-0.0030381,0.0272976,-0.0028653,-0.158231,-0.126444,-0.0614823,0.772487,-0.0256932,-0.044863,0.00226426,-0.147893,0.135961,-0.171379,-0.0887745,-0.188665,-0.260566,0.682849,1.11552,0.00180393,0.00287048,0.0829825,-0.158718,0.017462,1.04932,0.964185,-0.000125259,-0.00320579,0.28821,-0.340084,0.331184,1.37172,0.13894,0.14044,-1.01951,0.399426,-0.0532301,1.63395,0.971896,0,0,3.13224,-1.18736,0.203288,6.44353,-6.71084,0,0,-0.140926,0.26672,0.340378,-0.0797792,0.209774,0.162854,0.169557,-1.17574,0,0,-0.398148,0.230586,-0.0576399,-1.83319,0.0026778,0,0,2.09367,1.19063,-4.38119,0.0877911,0.436926,-0.0449163,-37.5683,-53.4256,10.0657,-55.1743,10.4911,1.95689,-0.127104,19.2595,-3.38721,-0.494175,-0.975017,2.0224,-0.589232,-0.419535,26.9608,-23.3826,10.2514,2.50735,-2.20371,-0.0814418,2.5816,0.00564006,0.198046,-0.229408,-0.689113,-3.65349,-1.08231,2.00694,-0.0393649,0.093469,-0.222742,3.9124,0.0331836,-7.19447,-2.80536,-0.123614,0.769465,-16.2805,10.0031,10.3484,-27.1159,20.8351,0,0,9.78355,1.23104,-0.929581,-14.102,30.7376,0,0,-7.96567,-3.40945,14.608,6.5113,-4.8705,16.6368,7.58401,-0.726845,0,0,5.26713,-4.77199,1.09012,4.44919,0.0185047,0,0,0,0,1,0,0.111252,0,-0.174455,-0.425164,2.43306,-0.13904,-142.195,813.73,-46.5015,0,0,0,0,0,0,0,0,0,0.000263409,0.0387007,5.01961
0.43,0.0495402,-0.0711676,0.095719,-0.0104077,0.99171,-0.246707,0.345937,0.0511361,-0.215862,0.335321,0.00876438,0.0272976,-0.0028653,-0.12593,-0.138194,-0.0595424,0.835512,-0.0897279,-0.044863,0.00226426,-0.150098,0.138287,-0.166514,-0.0889211,-0.187054,-0.257274,0.685303,1.10369,0.00180393,0.00287048,0.0795278,-0.156889,0.0169946,1.03144,0.964213,-0.000125259,-0.00320579,0.327334,-0.339752,0.25924,1.34367,0.137704,0.148134,-1.18231,0.499457,0.0502542,1.36279,1.18025,0,0,3.23008,-1.17505,0.193993,6.30251,-6.40347,0,0,-0.220582,0.232625,0.486458,-0.0146662,0.161069,0.329222,0.245397,-1.18301,0,0,-0.345477,0.182866,-0.0467387,-1.7887,0.00286285,0,0,0.631124,-0.77923,-3.4961,-0.147483,0.756573,-0.258661,-31.3021,-59.2491,11.045,-62.0876,7.42495,2.13826,-0.108898,14.4051,-3.11632,-1.06575,-0.960536,2.52822,-0.709444,-0.531615,26.7454,-22.4433,8.65056,2.43675,-2.05714,0.00630813,2.58931,0.0180279,0.213147,-0.215059,-0.453825,-3.75957,-1.05533,2.08479,-0.0390922,0.102335,-0.222894,2.84109,0.438538,-7.08633,-2.3818,0.143186,0.56016,-16.477,8.98968,8.47944,-30.4431,10.6628,0,0,3.15145,1.51493,-6.68923,-26.407,74.8424,0,0,-5.88406,-3.40099,12.7321,6.77476,-6.13486,21.1159,5.88552,2.58412,0,0,3.3229,-5.20123,1.4699,5.0307,-1.59263,0,0,0,0,1,0,0.115036,0,-0.173908,-0.416589,2.41787,-0.144563,-145.221,842.859,-50.3939,0,0,0,0,0,0,0,0,0,0.000242443,0.0337639,3.72684
0.44,0.0530976,-0.0745212,0.0976027,0.00279082,0.993101,-0.245169,0.332466,0.0570297,-0.214511,0.345905,0.0216331,0.0272976,-0.0028653,-0.093314,-0.149793,-0.0582714,0.895896,-0.146278,-0.044863,0.00226426,-0.152893,0.140273,-0.160376,-0.0883903,-0.186057,-0.25187,0.688345,1.09212,0.00180393,0.00287048,0.0764053,-0.15558,0.0166742,1.01405,0.964083,-0.000125259,-0.00320579,0.355744,-0.335367,0.188376,1.31985,0.139135,0.153736,-1.34708,0.589354,0.135049,1.05836,1.28687,0,0,3.26159,-1.1599,0.1271,6.03844,-5.65504,0,0,-0.279423,0.198615,0.61378,0.0530813,0.0997207,0.540381,0.304252,-1.15716,0,0,-0.312248,0.130854,-0.0320397,-1.7384,-0.0130634,0,0,-0.220738,-3.24466,-2.27887,-0.189557,1.30645,0.330871,-25.5963,-63.941,11.6579,-67.5961,4.30321,2.27842,-0.0928114,10.887,-1.96602,-1.81734,-1.47393,2.97268,-0.769399,-0.624899,26.4619,-21.6215,7.0286,2.266,-1.88405,0.0554366,2.55897,0.023184,0.218919,-0.200277,-0.36268,-3.87045,-1.02355,2.09845,-0.0386925,0.105101,-0.21681,1.07348,1.27241,-6.51041,-1.97135,0.350386,0.313839,-15.3646,6.69218,6.07636,-31.782,2.42568,1.70514e-08,1.98513e-10,-1.39647,2.80233,-9.93594,-35.9796,116.709,-6.70915e-09,9.71909e-10,-2.96809,-3.96326,10.21,6.79735,-6.59641,23.0315,3.96893,3.77188,1.91991e-11,-2.78536e-10,1.13341,-5.65444,1.84739,5.00137,-3.1384,2.65016e-10,4.14035e-11,0,0,1,0,0.118359,0,-0.173635,-0.404241,2.40666,-0.144541,-145.883,868.519,-52.1622,0,0,0,0,0,0,0,0,0,0.000226857,0.0329229,4.19785
0.45,0.0567624,-0.0777477,0.0988355,0.0157922,0.994528,-0.243601,0.317459,0.0635924,-0.212553,0.35331,0.0347444,0.0272976,-0.0028653,-0.0608377,-0.161112,-0.057994,0.952683,-0.191158,-0.044863,0.00226426,-0.155984,0.141863,-0.153218,-0.0871798,-0.18572,-0.244163,0.691785,1.08093,0.00180393,0.00287048,0.0733961,-0.154837,0.0165386,0.997168,0.963638,-0.000125259,-0.00320579,0.366479,-0.322643,0.123272,1.30014,0.142639,0.156874,-1.50073,0.656275,0.195812,0.74054,1.31113,1.70514e-10,1.98513e-12,3.24763,-1.13188,0.0277409,5.67865,-4.48795,-6.70915e-11,9.71909e-12,-0.309104,0.158982,0.715879,0.121055,0.0337566,0.770696,0.343941,-1.11945,1.91991e-13,-2.78536e-12,-0.300914,0.0743094,-0.0135658,-1.68838,-0.0444474,2.65016e-12,4.14035e-13,-0.219442,-4.83804,-1.35009,0.653273,3.43424,1.10235,-20.5711,-67.2098,11.8713,-71.5083,1.19255,2.37962,-0.0799925,9.08524,-0.477239,-2.53281,-2.37788,3.30075,-0.787317,-0.687345,26.0522,-20.5349,5.48135,2.02881,-1.7275,0.0536884,2.50273,0.0203027,0.214967,-0.188321,-0.359593,-3.96677,-0.998142,2.08104,-0.0384003,0.103785,-0.209137,-1.27978,2.58629,-5.71139,-1.61956,0.499973,0.0464504,-12.9264,3.30997,3.57997,-31.1344,-3.48203,-1.70514e-08,-1.98513e-10,-3.39052,5.41432,-10.4253,-42.6296,149.229,6.70915e-09,-9.71909e-10,0.489418,-5.06373,7.37838,6.6379,-6.24959,22.0481,2.16305,2.91553,-1.91991e-11,2.78536e-10,-1.11761,-5.97699,1.78999,4.74142,-4.18525,-2.65016e-10,-4.14035e-11,0,0,1,0,0.121285,0,-0.173603,-0.39054,2.41415,-0.140765,-143.964,889.925,-51.8901,0,0,0,0,0,0,0,0,0,0.000216857,0.0326293,6.22201
0.46,0.0602992,-0.0807155,0.099497,0.0286316,0.996004,-0.242027,0.301159,0.0704862,-0.210237,0.357602,0.0475076,0.0272976,-0.0028653,-0.0287005,-0.171889,-0.0587591,1.00521,-0.221114,-0.044863,0.00226426,-0.159026,0.142947,-0.145321,-0.0853054,-0.186007,-0.234251,0.69544,1.07002,0.00180393,0.00287048,0.0702752,-0.154692,0.0165819,0.980758,0.962775,-0.000125259,-0.00320579,0.353681,-0.29678,0.0661584,1.28394,0.147639,0.157339,-1.62999,0.689375,0.231612,0.429196,1.27631,0,0,3.21372,-1.07774,-0.0765126,5.25235,-2.99566,0,0,-0.30421,0.108345,0.789663,0.187434,-0.0287393,0.991177,0.365572,-1.09029,0,0,-0.31209,0.0145395,0.00433415,-1.64097,-0.0862999,0,0,0.655336,-5.1051,-1.1543,0.432399,1.91172,1.82726,-16.5349,-69.2476,11.7734,-73.761,-1.86179,2.45889,-0.0703083,8.73217,0.916761,-2.99471,-3.41201,3.44144,-0.773433,-0.705926,25.493,-19.0341,4.07603,1.72951,-1.60551,0.00289089,2.41346,0.0108814,0.201529,-0.179532,-0.451712,-4.01127,-0.976442,2.03158,-0.0380378,0.0991179,-0.200842,-3.92483,4.328,-4.8957,-1.37596,0.526727,-0.222573,-9.54124,-0.798771,1.38534,-28.8567,-7.14563,0,0,-3.08112,9.32588,-8.59571,-46.9255,165.204,0,0,4.00955,-6.59547,4.56096,6.3476,-5.22681,18.4548,0.718476,0.718552,0,0,-3.28603,-6.04541,0.975712,4.62878,-4.46871,0,0,0,0,1,0,0.123889,0,-0.173724,-0.375575,2.43826,-0.135135,-139.556,906.006,-50.2134,0,0,0,0,0,0,0,0,0,0.000211796,0.033331,5.91646
0.47,0.0634436,-0.0832505,0.0996691,0.0413334,0.997533,-0.240476,0.283905,0.0773,-0.207782,0.359008,0.0595561,0.0272976,-0.0028653,0.0031286,-0.181734,-0.0603838,1.05304,-0.234551,-0.044863,0.00226426,-0.161667,0.143371,-0.136968,-0.0827963,-0.186817,-0.222494,0.699168,1.05919,0.00180393,0.00287048,0.0668257,-0.155151,0.0167228,0.964812,0.961465,-0.000125259,-0.00320579,0.314433,-0.2535,0.0172015,1.27018,0.152906,0.155113,-1.72541,0.681387,0.245465,0.140629,1.20486,0,0,3.18291,-0.984478,-0.16247,4.7831,-1.34363,0,0,-0.264114,0.0423904,0.835273,0.25091,-0.0810074,1.17572,0.372757,-1.08311,0,0,-0.34495,-0.0459146,0.0140913,-1.59468,-0.130987,0,0,1.45821,-4.80912,-1.72048,0.325664,1.12899,1.1052,-13.1724,-70.4245,11.4591,-74.5276,-4.8344,2.51265,-0.0636156,9.18247,1.94986,-3.08971,-4.21433,3.34321,-0.726081,-0.673606,24.4005,-17.5867,2.84644,1.42126,-1.51805,-0.0878981,2.31182,-0.00260387,0.181479,-0.17523,-0.586667,-4.01845,-0.965016,1.97183,-0.0378351,0.0929201,-0.194508,-6.38769,6.24769,-4.1509,-1.21938,0.494919,-0.487354,-5.94043,-5.07269,-0.2782,-25.5771,-8.9401,0,0,-1.42326,13.9825,-5.38887,-49.8878,160.17,0,0,7.00692,-8.30598,2.01085,5.97574,-3.70136,12.7706,-0.27847,-1.6724,0,0,-5.26509,-5.80205,-0.724403,4.93599,-3.82807,0,0,0,0,1,0,0.126294,0,-0.173913,-0.361074,2.48186,-0.129807,-133.184,915.449,-47.8801,0,0,0,0,0,0,0,0,0,0.000205895,0.0342726,5.55123
0.48,0.0659491,-0.0851607,0.099426,0.0539133,0.999112,-0.238974,0.266057,0.0836066,-0.205355,0.357857,0.0707106,0.0272976,-0.0028653,0.0348154,-0.190181,-0.0625474,1.09588,-0.23197,-0.044863,0.00226426,-0.163607,0.142964,-0.128414,-0.0796897,-0.187997,-0.209459,0.702868,1.04819,0.00180393,0.00287048,0.0628497,-0.15619,0.0167913,0.949358,0.959773,-0.000125259,-0.00320579,0.250556,-0.191023,-0.0243076,1.25799,0.157855,0.15024,-1.78481,0.63066,0.242683,-0.115143,1.11545,0,0,3.16868,-0.844653,-0.216358,4.28422,0.258077,0,0,-0.194045,-0.0406694,0.855381,0.310667,-0.118021,1.30343,0.369972,-1.09983,0,0,-0.397601,-0.103935,0.00684724,-1.54532,-0.169268,0,0,2.20483,-4.51273,-2.65406,0.0794453,1.16317,0.646636,-10.0449,-71.1303,10.9958,-74.0973,-7.72776,2.53799,-0.0593487,9.67833,2.59523,-2.84394,-4.57669,3.00688,-0.640734,-0.593855,22.9294,-16.2502,1.82136,1.13103,-1.48791,-0.212943,2.20307,-0.0177367,0.156414,-0.175664,-0.74439,-3.96127,-0.95475,1.91122,-0.0372582,0.0872904,-0.190379,-8.04205,7.96546,-3.42074,-1.11398,0.438272,-0.709031,-3.08665,-8.82255,-1.38418,-22.0752,-9.36853,0,0,0.177801,18.3987,-1.89653,-52.4751,135.061,0,0,8.89195,-9.79889,-0.142346,5.54819,-1.84352,5.55125,-0.866756,-3.10743,0,0,-6.98838,-5.27907,-3.21987,5.82168,-2.195,0,0,0,0,1,0,0.128647,0,-0.174097,-0.34838,2.54275,-0.125959,-125.657,917.144,-45.4323,0,0,0,0,0,0,0,0,0,0.000201523,0.0352119,5.83503
0.49,0.0676505,-0.0862744,0.0988408,0.0663818,1.00073,-0.237542,0.2479,0.089031,-0.203067,0.354498,0.0809283,0.0272976,-0.0028653,0.06652,-0.196787,-0.0649006,1.13347,-0.215883,-0.044863,0.00226426,-0.164659,0.141577,-0.119875,-0.0760282,-0.189362,-0.19587,0.706481,1.03688,0.00180393,0.00287048,0.0581749,-0.157758,0.0165378,0.934487,0.957861,-0.000125259,-0.00320579,0.170136,-0.111368,-0.058515,1.24685,0.162238,0.143149,-1.81568,0.542435,0.228842,-0.335895,1.02177,0,0,3.17046,-0.660666,-0.235324,3.75947,1.60869,0,0,-0.105126,-0.138658,0.853958,0.366149,-0.136456,1.35894,0.361304,-1.1309,0,0,-0.467485,-0.156726,-0.0253515,-1.4871,-0.191218,0,0,2.74913,-4.2225,-3.43465,0.355161,4.15623,3.66703,-6.7823,-71.6361,10.419,-72.7231,-10.5294,2.52187,-0.0570243,9.67363,2.89288,-2.35993,-4.45372,2.49395,-0.522506,-0.481166,21.2466,-14.6125,0.957832,0.891278,-1.56488,-0.365825,2.1,-0.0331001,0.129049,-0.181391,-0.868217,-3.81035,-0.937642,1.87315,-0.036516,0.084979,-0.189428,-8.41107,9.11427,-2.64352,-1.00376,0.413295,-0.837327,-1.75377,-11.4091,-1.98915,-19.0594,-8.96439,0,0,0.464828,21.5535,0.925969,-55.1839,96.0565,0,0,9.28766,-10.6503,-1.88175,5.07255,0.0550151,-2.17398,-1.01673,-3.51728,0,0,-8.46311,-4.57551,-6.31257,7.38703,-0.18853,0,0,0,0,1,0,0.131052,0,-0.174221,-0.338577,2.62148,-0.124516,-117.595,910.496,-43.2471,0,0,0,0,0,0,0,0,0,0.000200893,0.0355686,8.24813
0.5,0.0685107,-0.0864766,0.0979913,0.0787499,1.0024,-0.236195,0.229568,0.0933144,-0.200978,0.349233,0.0902496,0.0272976,-0.0028653,0.098271,-0.201239,-0.0671612,1.16555,-0.190191,-0.044863,0.00226426,-0.164781,0.139126,-0.111523,-0.0718594,-0.190721,-0.182498,0.709992,1.02522,0.00180393,0.00287048,0.0526537,-0.159782,0.015653,0.920355,0.95593,-0.000125259,-0.00320579,0.0860251,-0.0202254,-0.0849502,1.23681,0.166371,0.134776,-1.83322,0.428344,0.20895,-0.526489,0.932125,0,0,3.1751,-0.445131,-0.226064,3.20763,2.56925,0,0,-0.012249,-0.245162,0.83514,0.416875,-0.135906,1.3372,0.351137,-1.16608,0,0,-0.552116,-0.202481,-0.0884772,-1.41323,-0.193103,0,0,3.11553,-3.87293,-4.30135,0.189009,4.3706,4.02875,-3.4686,-71.5354,9.71323,-70.482,-13.2686,2.44869,-0.055799,8.9692,2.53155,-1.69634,-4.04997,1.90564,-0.390521,-0.355745,19.2925,-13.2463,0.145407,0.713598,-1.64302,-0.511566,2.00262,-0.0459751,0.103878,-0.189149,-0.941931,-3.65341,-0.926899,1.84135,-0.0361935,0.0841045,-0.191199,-7.48548,9.58278,-1.9584,-0.87955,0.354875,-0.93085,-2.03596,-12.5709,-2.02272,-16.8508,-8.1838,0,0,-1.10924,22.923,2.39136,-57.9955,52.0843,0,0,8.20024,-10.733,-3.11696,4.6133,1.71496,-9.42023,-0.701104,-2.83849,0,0,-9.66613,-3.83042,-9.61598,9.5743,1.706,0,0,0,0,1,0,0.133618,0,-0.174252,-0.331765,2.71749,-0.126146,-109.331,895.532,-41.5707,0,0,0,0,0,0,0,0,0,0.000201853,0.0350613,8.86434
0.51,0.0686224,-0.0857206,0.096946,0.0910301,1.0041,-0.23494,0.211032,0.0963408,-0.19909,0.342283,0.0987524,0.0272976,-0.0028653,0.129911,-0.203398,-0.0691827,1.19183,-0.15929,-0.044863,0.00226426,-0.164084,0.135601,-0.103484,-0.0672293,-0.191908,-0.170068,0.713433,1.01328,0.00180393,0.00287048,0.0461659,-0.16219,0.0138066,0.90718,0.954169,-0.000125259,-0.00320579,0.0111703,0.0756023,-0.104534,1.22802,0.16992,0.125467,-1.85357,0.302635,0.188723,-0.694997,0.850287,0,0,3.16401,-0.215901,-0.20215,2.62767,3.09009,0,0,0.0697533,-0.352492,0.803971,0.463008,-0.118756,1.243,0.344126,-1.19446,0,0,-0.648777,-0.240785,-0.184637,-1.31749,-0.176043,0,0,2.87408,-3.4312,-5.15454,-0.0599436,1.55102,1.05629,-0.151728,-70.7638,8.89077,-67.4926,-15.9376,2.31594,-0.0551856,7.68711,1.61891,-0.989413,-3.56524,1.34766,-0.265294,-0.238426,16.7741,-12.0971,-0.683265,0.619739,-1.70108,-0.625415,1.9212,-0.0539394,0.0851163,-0.196664,-0.919245,-3.51529,-0.91705,1.81988,-0.0358998,0.0853108,-0.194414,-5.68476,9.46566,-1.63382,-0.750168,0.2362,-0.986772,-3.37044,-12.4407,-1.34448,-15.3382,-7.3361,0,0,-4.31299,22.5314,2.18456,-60.5837,11.716,0,0,5.99733,-10.1812,-3.70553,4.23905,2.81065,-14.9309,0.0949933,-1.05125,0,0,-10.5024,-3.21334,-12.462,12.1175,3.1028,0,0,0,0,1,0,0.136396,0,-0.174162,-0.326529,2.82087,-0.130936,-101.059,873.04,-40.5238,0,0,0,0,0,0,0,0,0,0.000200283,0.0340866,7.0801
