Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
83,0.0158152,0.00218247,0.00923423,0.0101801,0.00963201,0,0.00565982,0.00365082,0.00638742,0.00301819,0.00836669,0.00234974,0,0,0.0142408,0.0225064,0.0187996,0.013188,0.01137,0.0149188,0.00345668,0.0106296,0.00882399,0.00392808,0.0077129,0.00771716,0,0.00772521,0.00437532,0.00934036,0.00247237,0,0,0.00603862,0.0074963,0.00308558,0.00931254,0.00513649,0.00435869,0.0017942,0.00999251,0.0132027,0.0164832,0.0160995,0.014582,0.00741644,0.00899562,0.00551307,0.00512896,0.00502025,0.0052677
84,0.0156292,0.00211314,0.00919182,0.0100528,0.00949593,0,0.00534048,0.00377296,0.00598145,0.00292763,0.00818424,0.00234346,0,0,0.0141757,0.0220403,0.0180197,0.0128915,0.0119146,0.0156234,0.00349114,0.0109858,0.00871317,0.00377315,0.00717053,0.0075463,0,0.00733932,0.00463543,0.00911341,0.00278601,0,0,0.00592241,0.0070957,0.00324677,0.00927245,0.0050137,0.00401368,0.00165826,0.00976819,0.0130008,0.0159159,0.0155539,0.0144139,0.00687984,0.00890555,0.00569416,0.00498702,0.00494442,0.00499088
85,0.0153916,0.00219675,0.00915714,0.00989041,0.00924214,0,0.00511348,0.00396256,0.00565172,0.00283652,0.00784947,0.00225982,0,0,0.0141477,0.0215378,0.0173599,0.012636,0.0122312,0.0160025,0.00376626,0.0110983,0.00857325,0.00372092,0.00696461,0.00746193,0,0.00711196,0.0049087,0.00886785,0.00303312,0,0,0.00587868,0.00664792,0.00343176,0.00910643,0.00486087,0.00369239,0.00158596,0.00951588,0.012694,0.0154602,0.0149448,0.0143118,0.00670008,0.00902498,0.00606047,0.00528268,0.00495338,0.00474561
86,0.0151734,0.00232936,0.00914315,0.00966245,0.00894667,0,0.00508684,0.00448736,0.00548227,0.00284516,0.00739721,0.00218178,0,0,0.0140872,0.0206633,0.0165882,0.0123327,0.0122705,0.0161324,0.00402112,0.0109829,0.00832187,0.00375588,0.00693816,0.00741613,0,0.00694815,0.00508423,0.00868454,0.0032049,0,0,0.0057806,0.00631058,0.00359512,0.00891907,0.00473331,0.00329248,0.00157797,0.00937373,0.0124196,0.0148707,0.0140555,0.0142021,0.00670091,0.00916706,0.00636923,0.00572605,0.00509037,0.00460979
87,0.0149019,0.00222344,0.00913699,0.00934609,0.00876582,0,0.0051501,0.00531925,0.00546851,0.00299801,0.00729257,0.00233026,0,0,0.0139425,0.0197946,0.0156196,0.0118828,0.0121352,0.0160883,0.00413387,0.0107405,0.00794109,0.00370215,0.00673429,0.00735696,0,0.00667651,0.00514423,0.00854909,0.00334687,0,0,0.00557229,0.00607798,0.0036326,0.00881228,0.00460674,0.00278404,0.00153641,0.00940647,0.0121943,0.0140907,0.0131422,0.0138908,0.00660244,0.009324,0.00655739,0.00604831,0.00525272,0.00448174
88,0.0144686,0.00190161,0.00909795,0.00892304,0.00866764,0,0.00521643,0.00586863,0.00527537,0.00299743,0.00749074,0.00233517,0,0,0.0138818,0.0192408,0.014623,0.0114303,0.0119571,0.0159849,0.00417298,0.0104784,0.00759544,0.00365195,0.00648646,0.00725334,0,0.00641675,0.00518891,0.00850975,0.00343411,0,0,0.00531959,0.00587458,0.00361446,0.00871942,0.00439934,0.00220937,0.00139815,0.00948777,0.0118639,0.0133747,0.0123703,0.0132491,0.00635395,0.00952512,0.00684545,0.00649128,0.00547927,0.00428353
89,0.0139147,0.00165011,0.00898145,0.00850143,0.00846449,0,0.00535459,0.00587154,0.00459489,0.00245756,0.00710806,0.00173306,0,0,0.013845,0.0185783,0.0137985,0.0112892,0.0118164,0.0157329,0.00422987,0.010238,0.00743027,0.00397636,0.00644508,0.0070736,0,0.00625021,0.00526685,0.00861153,0.00340448,0,0,0.00513006,0.00571494,0.00373507,0.00855772,0.00422067,0.00179926,0.00125669,0.00934601,0.0114888,0.0130208,0.0116398,0.0126638,0.00620807,0.00972239,0.0071609,0.00720841,0.00592591,0.00406377
90,0.0133219,0.00154171,0.00877231,0.00805111,0.0081596,0,0.0055746,0.00574272,0.00386783,0.00177503,0.00604839,0.00121823,0,0,0.01376,0.017246,0.0131795,0.0114565,0.0118753,0.0154346,0.00437905,0.0101291,0.00732821,0.00460041,0.00644735,0.00685322,0,0.006135,0.00534889,0.00867451,0.00328266,0,0,0.00502982,0.00560559,0.00395155,0.00836558,0.00405035,0.00165357,0.00124664,0.00896574,0.0110664,0.0127527,0.0109273,0.0123039,0.00628992,0.00987266,0.00740267,0.00783309,0.0065403,0.00386614
91,0.0127189,0.00137519,0.0085613,0.00751998,0.00790973,0,0.00591704,0.00575803,0.00348948,0.00141889,0.00536576,0.00138115,0,0,0.013656,0.0157303,0.0126081,0.0115473,0.0120324,0.0152092,0.00446322,0.0101099,0.00699912,0.00499079,0.00635515,0.00667334,0,0.00602821,0.005404,0.00857662,0.0031635,0,0,0.00492453,0.00546157,0.00412862,0.00820694,0.00391522,0.00166256,0.00130262,0.00856895,0.010978,0.0123047,0.0103443,0.0122673,0.00639882,0.00990406,0.00767518,0.00823411,0.0070262,0.00371596
92,0.0121344,0.00116471,0.00838468,0.00682701,0.00769116,0,0.00644718,0.00578566,0.00323142,0.0012086,0.00549757,0.00139032,0,0,0.0136375,0.0147235,0.0120049,0.0112339,0.012055,0.0150235,0.00433,0.0100531,0.0064371,0.00508687,0.006313,0.00656992,0,0.00597031,0.0054249,0.00838223,0.00305938,0,0,0.00481982,0.00532666,0.00424305,0.00808659,0.00378283,0.00153957,0.00130564,0.0085746,0.011281,0.011914,0.00991833,0.0123223,0.00637818,0.00990337,0.00817413,0.00857031,0.007213,0.00361412
