Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_mankle,L_mknee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_mankle,r_mknee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
249,0.0160074,0.00550422,0.00842134,0.00190261,0.0126012,0,0.00825655,0.00589939,0.0056308,0.00445434,0.00796133,0.0071087,0,0,0.0206308,0.0121895,0.00989482,0.02289,0.014742,0.0195894,0.0258533,0.0342204,0.0218413,0.0177966,0.00289066,0.00329556,0.00591159,0.0103379,0,0.0149641,0.00695346,0.00849953,0.0106869,0,0,0.0060947,0.00839765,0.0061224,0.00677161,0.00323322,0.00614275,0.00663401,0.0269476,0.0185498,0.0159042,0.0136185,0.0226392,0.0146038,0.0199259,0.0204438,0.0283685,0.0237964,0.0193766,0.0138466,0.00331423
250,0.0160064,0.00548335,0.00844747,0.00190509,0.0126149,0,0.0082726,0.00589361,0.00563416,0.00446902,0.00794057,0.00710986,0,0,0.0206361,0.0121843,0.00989136,0.0228906,0.0147425,0.0195357,0.0257943,0.0342356,0.0218551,0.0178052,0.00288215,0.00330391,0.00591434,0.0103468,0,0.014979,0.00697126,0.00848006,0.0106942,0,0,0.00609952,0.00837581,0.00613223,0.00679418,0.00321435,0.00616339,0.00663883,0.0268911,0.0185648,0.015929,0.0136162,0.0226183,0.0145908,0.0199195,0.0204006,0.0282842,0.0238091,0.0193222,0.0138719,0.00328735
251,0.0160142,0.00549593,0.0084693,0.00188633,0.0126194,0,0.00826725,0.0058995,0.00563965,0.00447257,0.00789084,0.00712795,0,0,0.0206644,0.0121493,0.00990677,0.0228851,0.0147974,0.0195509,0.0257551,0.0342184,0.021859,0.017803,0.00286774,0.00333805,0.00594538,0.0103415,0,0.0149615,0.0069392,0.00844454,0.0107069,0,0,0.0060931,0.00834353,0.00614225,0.00677697,0.00320312,0.00618215,0.00662691,0.026823,0.0185934,0.0159381,0.0136598,0.0226381,0.0146029,0.0199224,0.0203429,0.0282086,0.0237988,0.0192659,0.0138967,0.00328756
252,0.0160323,0.0055148,0.00847953,0.0018713,0.0126078,0,0.00826267,0.00592981,0.00563876,0.00447245,0.00785548,0.00717488,0,0,0.020692,0.0121264,0.00989671,0.0228769,0.0148076,0.0195905,0.0257317,0.0341819,0.0218652,0.0177985,0.00286697,0.00336858,0.00597329,0.0103434,0,0.0149149,0.00687322,0.00842328,0.010728,0,0,0.00609066,0.00833847,0.00612975,0.00677151,0.00318756,0.00618423,0.00661238,0.0268187,0.0186124,0.0159258,0.0137353,0.0227029,0.014617,0.0199626,0.0203015,0.0281809,0.0238324,0.0192624,0.0139351,0.00330674
253,0.0160384,0.00551458,0.00848096,0.00187331,0.0126012,0,0.00828546,0.00593758,0.0056443,0.00447984,0.00785906,0.00720682,0,0,0.0206733,0.0121416,0.00986763,0.022878,0.0147447,0.0196109,0.025723,0.0341696,0.0218763,0.0178159,0.00289497,0.0033576,0.00595391,0.0103557,0,0.0148851,0.00681914,0.008397,0.0107501,0,0,0.00610361,0.00836222,0.00611534,0.00679935,0.00316261,0.00615416,0.0066195,0.0268854,0.0186159,0.0159196,0.0137709,0.0227484,0.0146097,0.0200104,0.0202827,0.0281739,0.0238732,0.0192784,0.013963,0.00330873
254,0.0160298,0.00549698,0.00848531,0.00188958,0.0126105,0,0.00830219,0.00591628,0.00565229,0.00448997,0.00789097,0.00721228,0,0,0.0206151,0.0121644,0.00985691,0.0228963,0.014686,0.0196288,0.0257371,0.034196,0.021869,0.0178649,0.0029138,0.00332613,0.0059372,0.0103534,0,0.014888,0.00676239,0.0083543,0.0107811,0,0,0.00613135,0.00837469,0.00612451,0.00680483,0.0031859,0.00612685,0.00664569,0.0269675,0.0186189,0.0159264,0.0137596,0.0227265,0.0145924,0.0200163,0.0202542,0.0281543,0.0238194,0.0192788,0.0139447,0.00330847
255,0.016034,0.00547825,0.00849572,0.00190228,0.01261,0,0.00828866,0.00591723,0.00566624,0.00449877,0.00792743,0.00720923,0,0,0.02058,0.0121712,0.00985179,0.0229158,0.0146804,0.0196541,0.0257581,0.0342254,0.0218384,0.0179005,0.00290464,0.00331584,0.00596529,0.010327,0,0.0149108,0.00669605,0.00831205,0.0108216,0,0,0.00616658,0.00836584,0.00615973,0.00677455,0.00323202,0.00613681,0.00666257,0.0269973,0.0186293,0.0159364,0.0137512,0.0227074,0.0145847,0.02,0.0201851,0.0281584,0.0237199,0.0192763,0.0139108,0.00332865
256,0.0160634,0.00546572,0.00849309,0.00189824,0.0125926,0,0.00827824,0.00593108,0.00569298,0.00451408,0.00794162,0.00720977,0,0,0.020591,0.0121752,0.00984039,0.0229077,0.0147306,0.0196366,0.0257713,0.0342232,0.0218126,0.0178863,0.00289972,0.0033403,0.0059998,0.0103021,0,0.0149261,0.0066915,0.00827475,0.0108607,0,0,0.00619358,0.00836605,0.00618603,0.00676919,0.00322874,0.00615676,0.00667113,0.026973,0.0186462,0.0159382,0.0137676,0.0227553,0.0145822,0.0200231,0.0201221,0.0282281,0.023707,0.0192805,0.0139063,0.00333786
257,0.0160853,0.00545705,0.0084739,0.00188944,0.0125764,0,0.00828584,0.00587628,0.00570654,0.00452945,0.00793474,0.00721917,0,0,0.0206198,0.0121813,0.00985332,0.0228839,0.0147999,0.019555,0.0257568,0.0342089,0.0218138,0.0178699,0.0029085,0.00335226,0.00599532,0.010302,0,0.0149106,0.00676615,0.00823863,0.0108862,0,0,0.00619632,0.00837743,0.00619709,0.00680328,0.00320535,0.00616163,0.00667299,0.0269592,0.01866,0.0159352,0.0137916,0.0228318,0.0145854,0.0200628,0.0200662,0.0282957,0.023753,0.0192635,0.0139197,0.00332055
258,0.0160761,0.00545108,0.00846109,0.00188011,0.0125643,0,0.00832071,0.00576073,0.00569447,0.00452906,0.00793015,0.00722794,0,0,0.0206476,0.0121899,0.00986234,0.0228901,0.0148098,0.0194969,0.0256793,0.0342314,0.0218397,0.0179032,0.00291579,0.00333472,0.00594365,0.0103102,0,0.0148794,0.00682426,0.00820664,0.0108869,0,0,0.00620823,0.00837607,0.00620614,0.00681758,0.00321086,0.00618309,0.0066583,0.0269828,0.0186539,0.0159273,0.0138013,0.0228479,0.0145976,0.0200446,0.0199501,0.0283047,0.0237613,0.0192469,0.0139372,0.00331613
259,0.0160558,0.00545762,0.00845111,0.00187812,0.0125414,0,0.00837061,0.00569277,0.00567736,0.00452088,0.00796525,0.00722566,0,0,0.0206585,0.0122128,0.00982802,0.0228978,0.0147257,0.0194984,0.0255248,0.0342412,0.0218373,0.0179423,0.00291637,0.00328306,0.00588983,0.010304,0,0.0148636,0.00681548,0.0082174,0.0108671,0,0,0.00618576,0.00838829,0.00620471,0.00678696,0.00321814,0.0062131,0.0066388,0.0270101,0.0186284,0.0159109,0.0137822,0.0227725,0.0146077,0.0199742,0.0198092,0.0283016,0.0237384,0.0192592,0.0139711,0.0033299
260,0.0160376,0.00547382,0.00844584,0.00187866,0.012522,0,0.0083937,0.00570393,0.00569795,0.00450953,0.00802314,0.00722343,0,0,0.0206599,0.0122402,0.00978717,0.022855,0.0146609,0.0195408,0.0254244,0.0342481,0.0218236,0.0179577,0.00292171,0.00325676,0.00587038,0.0102941,0,0.0148704,0.00678592,0.00824688,0.0108534,0,0,0.00617351,0.00839975,0.00619511,0.00675514,0.00321265,0.00621332,0.0066366,0.027008,0.0186072,0.0158939,0.013753,0.022702,0.0145973,0.0199315,0.0197678,0.0283229,0.0237437,0.0192913,0.0140143,0.00333176
261,0.0160256,0.0054782,0.00845878,0.0018829,0.012527,0,0.00839384,0.00572216,0.00571643,0.00450153,0.00805802,0.00723179,0,0,0.0206563,0.0122536,0.00979761,0.0228119,0.0146993,0.0195868,0.0253949,0.0342611,0.0218205,0.0179614,0.00291461,0.00325286,0.00587253,0.0102903,0,0.0148822,0.00679708,0.00828965,0.0108533,0,0,0.00615686,0.0083963,0.00619559,0.00673895,0.00321444,0.00619653,0.00665155,0.0269716,0.0186072,0.0158914,0.0137396,0.0227142,0.0145809,0.0199496,0.0197902,0.0283364,0.0237892,0.0193035,0.0140324,0.00331221
262,0.0160207,0.00545672,0.00848361,0.00188066,0.0125406,0,0.00839157,0.00568561,0.00569865,0.00449995,0.0080571,0.00723573,0,0,0.0206512,0.0122537,0.00982378,0.0228381,0.0148013,0.0196201,0.0253624,0.0342693,0.0218287,0.0179655,0.00288499,0.00324497,0.00586424,0.010288,0,0.0149101,0.0068511,0.00836459,0.0108555,0,0,0.00614402,0.00839169,0.00620786,0.00673012,0.00323045,0.00619601,0.006675,0.0269248,0.0186206,0.015892,0.0137571,0.0227273,0.0145799,0.0200176,0.0197827,0.02836,0.0238542,0.0193124,0.014043,0.00330141
263,0.0160129,0.00543891,0.00850046,0.00188203,0.0125366,0,0.00838576,0.00563295,0.00567982,0.00451175,0.00808532,0.00724079,0,0,0.0206637,0.0122516,0.00981108,0.0228935,0.0148555,0.0196207,0.0253345,0.0342657,0.021819,0.0179708,0.00287047,0.00322829,0.00586209,0.0102916,0,0.0149489,0.0069089,0.00845469,0.0108461,0,0,0.00613994,0.00840533,0.00621057,0.00673894,0.00323258,0.00620041,0.00669452,0.0269201,0.0186273,0.0158888,0.013782,0.0227124,0.0145831,0.0200706,0.01976,0.0283925,0.0238582,0.0193247,0.0140677,0.00332021
264,0.0159994,0.00544099,0.00852668,0.00190421,0.0125231,0,0.00836764,0.00564252,0.0056882,0.00454735,0.00817222,0.00726688,0,0,0.0206827,0.0122465,0.00977953,0.0229213,0.0148302,0.0196057,0.025361,0.0342849,0.0217901,0.0179816,0.00289213,0.00321085,0.00587195,0.0103157,0,0.0149673,0.00692075,0.00851266,0.0108248,0,0,0.00613359,0.00841736,0.00620108,0.00676544,0.00324085,0.00620873,0.00669011,0.0269583,0.0186235,0.0158874,0.0137813,0.0227385,0.0145687,0.0200494,0.0197616,0.0283922,0.0237838,0.0193354,0.0140707,0.00335218
265,0.0160024,0.00544789,0.00857079,0.00192835,0.0125245,0,0.00835879,0.00571168,0.00569364,0.00457923,0.0082382,0.00730376,0,0,0.0206618,0.0122323,0.00976971,0.022927,0.0148276,0.0196118,0.0254051,0.0343228,0.0217795,0.018006,0.00291364,0.00318313,0.00585009,0.0103435,0,0.0149516,0.00687934,0.00853431,0.0107991,0,0,0.00611454,0.00839131,0.00620245,0.00678273,0.00327057,0.00623692,0.0066685,0.0269692,0.0186249,0.0158911,0.0137514,0.0227271,0.0145496,0.0199936,0.0197367,0.0283578,0.0237412,0.0193389,0.0140335,0.00336769
266,0.0160273,0.00544276,0.0085956,0.00192343,0.0125417,0,0.00836873,0.00577618,0.00567745,0.00457611,0.00822819,0.00732487,0,0,0.0206264,0.0122146,0.00978176,0.0228843,0.0148961,0.0196142,0.025409,0.0343171,0.021792,0.0180191,0.00290847,0.0031509,0.00580195,0.0103465,0,0.0149408,0.00684,0.00854525,0.0107804,0,0,0.00609013,0.00833959,0.00622154,0.00679047,0.00329741,0.00626628,0.00666022,0.0269468,0.0186405,0.0158977,0.0137422,0.022594,0.0145512,0.0199957,0.0196792,0.0283436,0.0238048,0.0193424,0.014041,0.00336887
267,0.0160524,0.00542362,0.00859183,0.00189843,0.0125566,0,0.00837505,0.00582961,0.00567239,0.00455927,0.00820585,0.00732503,0,0,0.0206518,0.0122033,0.00980017,0.0227675,0.0149485,0.0195806,0.0253832,0.0342624,0.0218006,0.0179822,0.00290204,0.00314603,0.00579501,0.0103449,0,0.0149665,0.00683661,0.00856027,0.0107837,0,0,0.00607427,0.0083158,0.0062321,0.00682627,0.00330233,0.00625659,0.00667751,0.0269563,0.0186663,0.015905,0.0137877,0.0224855,0.0145699,0.0200521,0.0196634,0.0283692,0.02389,0.0193552,0.0141497,0.00337927
268,0.0160738,0.00540913,0.00859589,0.00188938,0.0125644,0,0.0083658,0.0059148,0.00569982,0.00455893,0.0082202,0.00730864,0,0,0.0207227,0.0121998,0.00981364,0.0226579,0.0149243,0.0195459,0.0253678,0.0342257,0.0218006,0.017917,0.0029154,0.00316639,0.00581787,0.0103618,0,0.014995,0.00684538,0.00857093,0.0108124,0,0,0.00606124,0.0083259,0.00621825,0.00687521,0.0032962,0.00621983,0.00669733,0.0269882,0.0186899,0.0159129,0.0138417,0.0225199,0.014584,0.0200833,0.0196983,0.0284037,0.0239078,0.0193812,0.0142629,0.00339426
269,0.0161034,0.0054157,0.00860424,0.00190378,0.0125626,0,0.00834193,0.00599977,0.00572255,0.00457068,0.00823283,0.00730412,0,0,0.0207611,0.0121923,0.00982507,0.0226408,0.0148732,0.0195474,0.0253622,0.0342243,0.0217961,0.0178565,0.00292793,0.00316736,0.00581514,0.0103803,0,0.0149925,0.00686114,0.00856505,0.0108356,0,0,0.00603236,0.00831377,0.00618618,0.00687596,0.00327541,0.00621277,0.00670457,0.0270093,0.018702,0.0159129,0.0138523,0.0225868,0.0145849,0.0200617,0.0197267,0.0284244,0.0239048,0.0194031,0.0142853,0.00338444
270,0.0161243,0.00543784,0.00860254,0.00191052,0.0125658,0,0.00832923,0.00599882,0.00571259,0.00457908,0.00824016,0.00732904,0,0,0.0207695,0.0121896,0.00982547,0.0226832,0.0148576,0.0195798,0.025367,0.0342369,0.0217825,0.0177943,0.00292934,0.00317281,0.00581881,0.0103677,0,0.0149715,0.00688937,0.00855602,0.0108188,0,0,0.00599256,0.00826347,0.0061807,0.00684788,0.00323438,0.00623477,0.00669369,0.0270417,0.018688,0.0159176,0.0138292,0.0225761,0.0145724,0.0200225,0.0197182,0.0284093,0.0239077,0.0194088,0.0142532,0.00335429
271,0.0161227,0.00543867,0.00859689,0.00189714,0.0125727,0,0.00833283,0.005935,0.00569584,0.004579,0.00825778,0.00735564,0,0,0.0207643,0.0122013,0.00981546,0.0226883,0.0148606,0.0196103,0.0253906,0.034253,0.0217664,0.0177304,0.00291827,0.00320649,0.00586872,0.0103405,0,0.0149587,0.00690672,0.00856549,0.0107874,0,0,0.00597481,0.0082387,0.00620429,0.006845,0.00320488,0.00625597,0.00670012,0.0271091,0.0186636,0.0159228,0.0138101,0.022538,0.014549,0.0200106,0.0197241,0.0283805,0.0238862,0.0194191,0.0142405,0.00333088
272,0.0161095,0.00542779,0.00860086,0.00188856,0.0125832,0,0.00833719,0.0059067,0.00571568,0.0045725,0.0082616,0.00735269,0,0,0.0207382,0.0122226,0.00980303,0.0226707,0.0148478,0.019641,0.0254232,0.0342602,0.0217592,0.0177088,0.00290913,0.00323238,0.00589802,0.0103163,0,0.0149524,0.00689211,0.00859799,0.0107771,0,0,0.00600407,0.00828046,0.00623828,0.00686861,0.00321776,0.00626601,0.00672458,0.0271941,0.0186448,0.0159206,0.0138033,0.0225263,0.0145314,0.0200175,0.0197604,0.0283753,0.0238867,0.0194642,0.0142301,0.0033357
273,0.0161131,0.00542821,0.00861305,0.0018865,0.0125895,0,0.00832888,0.005921,0.00575807,0.00456716,0.00823993,0.00735221,0,0,0.0207134,0.0122369,0.00979683,0.0226978,0.0148265,0.0196754,0.0254308,0.0342405,0.0217525,0.0177159,0.00290555,0.00321788,0.00587208,0.0103198,0,0.0149504,0.00687429,0.00863697,0.010789,0,0,0.00606866,0.00836111,0.00626062,0.00690983,0.00324571,0.00626431,0.00673295,0.0272586,0.0186295,0.0159123,0.0138015,0.0225236,0.0145318,0.0200067,0.0197574,0.0283909,0.023962,0.0195213,0.0141868,0.0033595
274,0.0161444,0.0054242,0.00862973,0.00186499,0.0125823,0,0.00831779,0.00592652,0.00577371,0.00455449,0.00821814,0.00737285,0,0,0.0207047,0.0122408,0.00978877,0.0227384,0.014832,0.0196673,0.0254104,0.03422,0.0217434,0.01771,0.0028938,0.00318393,0.00583291,0.010356,0,0.0149607,0.00688251,0.0086472,0.0108106,0,0,0.00612641,0.00843555,0.00625513,0.00694293,0.0032544,0.00625768,0.00671962,0.0272499,0.0186147,0.015909,0.013796,0.0225113,0.014533,0.0199785,0.0196908,0.0283995,0.0240186,0.0195504,0.0141537,0.00337537
275,0.0161852,0.00539419,0.00863841,0.00183738,0.0125693,0,0.00830774,0.00593029,0.00576197,0.00453348,0.00820666,0.0073807,0,0,0.0206817,0.0122482,0.00977161,0.0227187,0.0148607,0.0196064,0.0254004,0.0342378,0.0217503,0.0177123,0.00288215,0.00315834,0.00580356,0.0103814,0,0.0149796,0.00690235,0.00862842,0.010829,0,0,0.0061532,0.00847534,0.0062279,0.00691829,0.00325686,0.00626343,0.0067088,0.0271826,0.0186088,0.0159105,0.0137814,0.0224846,0.0145189,0.0199586,0.0196489,0.028402,0.0239935,0.0195705,0.0141801,0.00337507
276,0.0162168,0.00535819,0.00862759,0.0018396,0.0125648,0,0.00829873,0.00595133,0.00576456,0.00453115,0.00819871,0.00736793,0,0,0.0206488,0.0122605,0.0097603,0.0226632,0.0148546,0.0195745,0.0254184,0.0342746,0.0217811,0.0177314,0.00289422,0.00316836,0.00580723,0.0103701,0,0.0149937,0.00689829,0.00864538,0.0108378,0,0,0.00616244,0.00847772,0.00622531,0.00686257,0.00326382,0.00627042,0.00670656,0.0271459,0.0186158,0.0159061,0.0137661,0.0224486,0.0145058,0.0199501,0.0196788,0.0284063,0.0239843,0.0196033,0.0142206,0.00336564
277,0.016244,0.00533769,0.00861762,0.0018661,0.012574,0,0.00830107,0.0059763,0.00577859,0.00455422,0.00819144,0.00736279,0,0,0.0206453,0.0122554,0.00976306,0.0226452,0.0148006,0.0196037,0.0254322,0.0342795,0.0218177,0.017714,0.00291488,0.00321537,0.00585875,0.0103507,0,0.0150074,0.00686413,0.00870011,0.0108643,0,0,0.00617586,0.00847327,0.00624847,0.00683924,0.00325738,0.00625664,0.00670523,0.0271697,0.0186283,0.0158928,0.0137732,0.0224261,0.0145108,0.0199458,0.0197317,0.02842,0.0240323,0.0196195,0.0142114,0.0033513
278,0.0162644,0.00533101,0.00864124,0.00188245,0.0125927,0,0.00830909,0.00601086,0.00576504,0.00456467,0.0081867,0.00737796,0,0,0.0206722,0.0122239,0.00976252,0.0226583,0.0147911,0.0196349,0.0254155,0.0342652,0.0218411,0.0176583,0.00291523,0.00325263,0.00590534,0.0103621,0,0.0150349,0.00683487,0.00871512,0.0109135,0,0,0.00618886,0.00848184,0.00623512,0.00685551,0.00324997,0.00623069,0.00670684,0.0272025,0.0186411,0.0158804,0.0138095,0.0224345,0.0145232,0.0199514,0.0197774,0.0284581,0.0240536,0.0196054,0.0141803,0.00334969
279,0.0162695,0.00531326,0.00868942,0.00187265,0.0126045,0,0.00829893,0.00607501,0.00573845,0.00456075,0.00819409,0.00739764,0,0,0.0207032,0.012196,0.00974949,0.0226387,0.0148738,0.0196599,0.0254028,0.0343142,0.0218602,0.0176385,0.00290533,0.00324888,0.00590565,0.0104092,0,0.0150699,0.00684402,0.00867224,0.0109355,0,0,0.00618953,0.00847717,0.00618189,0.00689892,0.00327307,0.00621094,0.00671816,0.0271993,0.0186564,0.0158797,0.0138464,0.0224597,0.0145273,0.0199687,0.0198186,0.0284927,0.0240264,0.0195886,0.0141724,0.00337703
280,0.0162732,0.00526913,0.0087082,0.00185266,0.0125974,0,0.00826912,0.00614391,0.00575062,0.0045798,0.00821547,0.00742017,0,0,0.0207161,0.012195,0.00974078,0.0225828,0.0149352,0.0197129,0.0254449,0.0344324,0.0218911,0.0176741,0.00290362,0.00322055,0.00588643,0.0104529,0,0.0150929,0.00687951,0.00863259,0.0109165,0,0,0.00616766,0.00843867,0.00616094,0.00694343,0.00330257,0.00621571,0.00673599,0.0271548,0.0186745,0.0158943,0.0138599,0.0224579,0.0145224,0.0199873,0.0198406,0.0284679,0.0240101,0.0195862,0.0141633,0.00340352
281,0.0162865,0.00526287,0.00868837,0.0018587,0.0125855,0,0.00825361,0.00617928,0.00578716,0.00460548,0.00826846,0.00745582,0,0,0.0207018,0.0121984,0.00974907,0.0225503,0.0148616,0.019746,0.0255218,0.0345022,0.0219199,0.0177117,0.00290437,0.00319466,0.00587768,0.0104526,0,0.0150942,0.00690097,0.00862496,0.0108971,0,0,0.00613201,0.00839217,0.00618741,0.00695868,0.00329484,0.0062616,0.00673715,0.0271172,0.0186883,0.0159103,0.0138615,0.0224276,0.0145169,0.0199984,0.0198488,0.0283804,0.0239897,0.0195877,0.0141192,0.00339426
282,0.0163044,0.0052873,0.00868684,0.00189066,0.0125869,0,0.0082313,0.00618782,0.00580424,0.00461305,0.00834458,0.00750806,0,0,0.0206843,0.0121894,0.00975266,0.0225574,0.0147178,0.0196943,0.0255849,0.034507,0.0219478,0.0177301,0.00290353,0.00318631,0.0059005,0.0104256,0,0.0150949,0.00690336,0.00864421,0.0108974,0,0,0.00609527,0.00836039,0.00620764,0.00693865,0.00327084,0.00631156,0.00672613,0.0271662,0.0186979,0.0159052,0.0138645,0.0224339,0.0145126,0.020002,0.0198735,0.0282735,0.0238983,0.0195763,0.0140612,0.0033704
283,0.0163162,0.00531833,0.00872641,0.00192115,0.0125941,0,0.00820328,0.00619274,0.00579746,0.00461219,0.00837088,0.00753089,0,0,0.0206868,0.0121918,0.00973769,0.0225693,0.0146617,0.0195939,0.025601,0.034517,0.0219782,0.0177411,0.00293308,0.00320992,0.0059415,0.0104055,0,0.0150951,0.00689916,0.00865802,0.0109114,0,0,0.00607374,0.00832089,0.00621138,0.00692719,0.0032666,0.00630862,0.00671419,0.0272898,0.0187107,0.0158846,0.0138693,0.0224623,0.0145115,0.0199988,0.0199255,0.0281773,0.0237639,0.0195641,0.0140267,0.00336757
284,0.0163267,0.00534546,0.00874015,0.00193101,0.0125847,0,0.00819069,0.00619003,0.0057952,0.0046224,0.00830963,0.00752571,0,0,0.0206998,0.0122262,0.00971408,0.0225699,0.0147369,0.0195442,0.0255906,0.0344942,0.0220117,0.0177485,0.00298241,0.00324237,0.00596248,0.0103966,0,0.0150761,0.00690186,0.00865857,0.0109315,0,0,0.00605191,0.00826402,0.00621267,0.00693832,0.00325561,0.00628324,0.0067056,0.0273556,0.0187249,0.0158612,0.0138853,0.0224269,0.0145156,0.0200015,0.019992,0.0281226,0.0236925,0.0195983,0.0140326,0.00337339
285,0.0163165,0.00537191,0.00870537,0.00193956,0.0125626,0,0.00818325,0.00617285,0.00579616,0.00462515,0.00825372,0.00753697,0,0,0.0207151,0.0122673,0.00969228,0.0225719,0.0147965,0.0195841,0.0255677,0.0343895,0.0220305,0.017753,0.00302212,0.00325627,0.00594696,0.0103834,0,0.0150346,0.00690779,0.00867298,0.0109415,0,0,0.00602802,0.00823248,0.00622247,0.00694883,0.0032187,0.00629452,0.00670314,0.0273072,0.0187251,0.0158289,0.0138976,0.0223624,0.0145151,0.0200186,0.0200451,0.0281189,0.0237107,0.0196794,0.0140555,0.0033632
286,0.0162763,0.00537594,0.00867674,0.00195858,0.0125493,0,0.0081589,0.00616386,0.00579535,0.00461338,0.00827554,0.0075733,0,0,0.0207299,0.012289,0.00967104,0.0225797,0.0147349,0.0196734,0.0255212,0.0343506,0.0220266,0.0177573,0.00304752,0.00325525,0.00591682,0.0103738,0,0.0149863,0.0069057,0.00870588,0.0109388,0,0,0.0060157,0.00825266,0.00622609,0.0069508,0.00318975,0.00633222,0.00671731,0.0272532,0.0187117,0.0157933,0.0138812,0.0223485,0.0144991,0.0200472,0.0200825,0.0281309,0.02376,0.01973,0.014069,0.00335729
287,0.0162454,0.00535859,0.00868813,0.00198865,0.0125505,0,0.00811814,0.00616197,0.00578084,0.00461802,0.0083216,0.00760808,0,0,0.0207308,0.0123097,0.0096442,0.022582,0.0146341,0.0197374,0.0254886,0.034477,0.0220177,0.0177628,0.00307836,0.00323329,0.00589458,0.0103813,0,0.0149593,0.00690279,0.00871301,0.0109486,0,0,0.00601258,0.0082846,0.00623025,0.00697405,0.00320336,0.00635022,0.006736,0.0272593,0.0186915,0.0157999,0.0138554,0.0223622,0.0144801,0.0200689,0.0201235,0.028095,0.023779,0.0197174,0.014104,0.00337072
288,0.0162444,0.00535198,0.00870865,0.00201046,0.0125552,0,0.00809401,0.00615298,0.00573287,0.00463834,0.00835505,0.00762243,0,0,0.0207227,0.0123266,0.00962882,0.0225819,0.0146005,0.0197622,0.0255003,0.0345834,0.0220264,0.0177626,0.00310864,0.00319893,0.00587929,0.0104074,0,0.0149541,0.00691553,0.00868261,0.010978,0,0,0.00601323,0.00828447,0.00624117,0.00701691,0.00321829,0.00634518,0.00674551,0.0272862,0.0186767,0.0158065,0.0138459,0.0223931,0.014476,0.020061,0.0201687,0.0280128,0.0237413,0.0196916,0.014196,0.00338589
289,0.0162525,0.00534185,0.00872923,0.00199901,0.0125606,0,0.00809422,0.00614493,0.00567232,0.00465282,0.00840398,0.00762131,0,0,0.0207429,0.0123115,0.00963824,0.0226052,0.0146295,0.0198189,0.0255414,0.0345264,0.0220548,0.0177534,0.00312763,0.00317105,0.00587039,0.0104186,0,0.01495,0.00692379,0.00867266,0.0110043,0,0,0.00601329,0.00827585,0.0062707,0.00703944,0.00320798,0.0063306,0.00673988,0.027309,0.0186664,0.0157086,0.0138354,0.0224315,0.0144811,0.0200249,0.0201892,0.0279536,0.0236758,0.0197147,0.0142723,0.0033817
290,0.0162479,0.00531038,0.00876356,0.00197622,0.0125686,0,0.00810124,0.00614699,0.00565437,0.00465395,0.00846587,0.00762723,0,0,0.0207879,0.012299,0.00965804,0.0226465,0.0146685,0.0198982,0.0256091,0.0344156,0.0220458,0.0177506,0.00314885,0.00316558,0.00587387,0.0103964,0,0.0149495,0.00690671,0.00870864,0.0110256,0,0,0.00602052,0.00829353,0.00632785,0.00703944,0.00318482,0.00631247,0.00671944,0.0273381,0.0186597,0.0155378,0.0138066,0.0223782,0.0144885,0.0199888,0.0201675,0.027936,0.0236458,0.0197466,0.0142347,0.00336748
291,0.0162359,0.00529519,0.00880654,0.0019961,0.012584,0,0.00809936,0.00615259,0.00568234,0.00465653,0.00849192,0.00766589,0,0,0.020812,0.0123408,0.00967344,0.022664,0.0146791,0.0199175,0.0256911,0.0343786,0.0219791,0.0177894,0.003188,0.00318378,0.00589546,0.0103726,0,0.0149641,0.00689132,0.00873541,0.0110599,0,0,0.00603828,0.00833068,0.0063904,0.00706233,0.00317038,0.00628957,0.00669928,0.0273619,0.0186625,0.0154404,0.0137844,0.0222588,0.0144965,0.0199944,0.0201408,0.027923,0.0236865,0.0197231,0.0141397,0.00335526
292,0.0162281,0.00531084,0.00883945,0.00205533,0.0126088,0,0.00808759,0.00616122,0.00569018,0.00467131,0.00847076,0.00771973,0,0,0.0208115,0.0123789,0.00968765,0.0226499,0.0146576,0.0198953,0.0257177,0.0343792,0.0219357,0.0178614,0.00324249,0.00320544,0.00592191,0.0103804,0,0.0149798,0.00689859,0.00870981,0.0110969,0,0,0.00605729,0.00835549,0.00641429,0.00711894,0.00316872,0.00627141,0.00669797,0.0273633,0.018678,0.0154651,0.0137865,0.0222659,0.0144943,0.0200489,0.0201509,0.0279092,0.0237613,0.0196797,0.0141109,0.00334801
