Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_HJC,L_HJC_reg,L_Shoulder,L_Sternum,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_mankle,L_mknee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_HJC,R_HJC_reg,R_Shoulder,R_Sternum,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_mankle,r_mknee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
186,0.0156412,0.00517392,0.00790194,0.00188216,0.0126487,0,0.00843813,0.0051519,0.00547759,0.00423532,0.00790825,0.00669598,0,0,0.0202482,0.0119586,0.010276,0.0225768,0.0146948,0.019468,0.0255243,0.0343564,0.0217152,0.0176228,0.00281171,0.00339554,0.00600835,0.0101394,0,0.0144952,0.00635888,0.00817959,0.0100545,0,0,0.00637449,0.00838522,0.00601416,0.00597129,0.00331297,0.00599898,0.00649438,0.0271824,0.0182903,0.0164211,0.0136752,0.022831,0.0145162,0.0198115,0.01966,0.0280948,0.023458,0.01891,0.0136646,0.00318465
187,0.0156112,0.00519257,0.00789987,0.00190199,0.0126479,0,0.00846759,0.00520451,0.00549887,0.00424805,0.00792702,0.00669794,0,0,0.0202394,0.0119517,0.0102973,0.0225684,0.0146758,0.0194494,0.0254997,0.0343383,0.0217174,0.017585,0.00279851,0.00336558,0.00602958,0.0101471,0,0.0144936,0.00639552,0.00816642,0.010065,0,0,0.00638583,0.00843172,0.00600239,0.00598879,0.00330208,0.0059903,0.00651314,0.0271996,0.0183121,0.016403,0.0137025,0.022855,0.0145678,0.0197661,0.0196655,0.028101,0.023455,0.0188919,0.0136422,0.00314641
188,0.0156094,0.00519917,0.00789986,0.00192358,0.0126581,0,0.0084548,0.00520038,0.0055103,0.00425239,0.00792397,0.00668554,0,0,0.0202413,0.0119559,0.0102934,0.0225736,0.0146912,0.0195198,0.0255309,0.0343472,0.021721,0.0176026,0.0027946,0.00336432,0.00602676,0.0101497,0,0.0145062,0.00637978,0.00815433,0.0100408,0,0,0.00638424,0.00843802,0.00599328,0.00599678,0.00333188,0.00595838,0.00653911,0.0272303,0.0183295,0.0163853,0.0137076,0.0229095,0.0147412,0.0197573,0.0196539,0.0281091,0.0234481,0.0188664,0.0136594,0.0031577
189,0.015612,0.00522947,0.00789382,0.00192275,0.0126742,0,0.00846341,0.00516246,0.00547992,0.00425145,0.0079231,0.00667519,0,0,0.0202449,0.0119613,0.0102798,0.0225752,0.014727,0.0196079,0.0255842,0.0343767,0.0217273,0.0176295,0.00280297,0.0033567,0.0060192,0.0101329,0,0.014514,0.00636389,0.00813269,0.0100276,0,0,0.0063566,0.00839183,0.00598975,0.00600084,0.00335368,0.00591989,0.00657975,0.0272684,0.0183347,0.0163662,0.0136786,0.0229362,0.0148535,0.019799,0.0196618,0.0281224,0.0234645,0.0188413,0.0137164,0.00318453
190,0.0156105,0.00525529,0.00789583,0.00192072,0.0126651,0,0.00849428,0.00514339,0.00547389,0.00425318,0.0079282,0.00667415,0,0,0.0202559,0.011971,0.0102685,0.0225671,0.014741,0.0196189,0.0255916,0.0343929,0.0217452,0.0176302,0.00281485,0.0033502,0.00601285,0.0101156,0,0.0145092,0.00638013,0.00812847,0.0100485,0,0,0.00631947,0.00832867,0.00599647,0.00599307,0.00334042,0.00590235,0.00658681,0.0272646,0.0183308,0.0163523,0.0136673,0.0229035,0.0148838,0.0198047,0.0196912,0.0281257,0.0235003,0.0188217,0.013752,0.00320425
191,0.0156095,0.00524029,0.00791143,0.00192808,0.0126288,0,0.00851133,0.00515672,0.0055183,0.00425491,0.00793362,0.00667371,0,0,0.0202649,0.0119837,0.0102584,0.0225607,0.0147198,0.0195661,0.0255811,0.0343907,0.0217666,0.0176172,0.00283071,0.00335593,0.00602123,0.0101109,0,0.0145179,0.00637999,0.00814997,0.0100878,0,0,0.00629488,0.00829187,0.0060176,0.00595905,0.00331442,0.00591882,0.00655386,0.0272098,0.0183298,0.0163422,0.0136785,0.0228672,0.0148451,0.0197468,0.0197013,0.0281031,0.0235125,0.0188068,0.0136989,0.00321221
192,0.0156192,0.00524244,0.00792344,0.00192165,0.012617,0,0.00850133,0.00518264,0.00555087,0.00424668,0.00793724,0.00667194,0,0,0.0202576,0.0119918,0.0102543,0.0225608,0.0146847,0.019524,0.0256036,0.034392,0.0217722,0.0175854,0.0028386,0.00336665,0.00604448,0.0101042,0,0.01454,0.00633604,0.00817489,0.0101094,0,0,0.00628425,0.00827784,0.00604446,0.00594417,0.0032939,0.00594359,0.0065314,0.0271793,0.0183344,0.0163316,0.0136776,0.0228743,0.0147269,0.0197337,0.0196972,0.0280954,0.0235095,0.0188188,0.0136167,0.0032076
193,0.0156408,0.00529543,0.00792228,0.00189791,0.0126469,0,0.00848329,0.00521432,0.00554458,0.00423485,0.00794517,0.00668166,0,0,0.0202519,0.0119987,0.0102636,0.0225613,0.0146615,0.0195171,0.0256288,0.034409,0.0217603,0.0175378,0.00282256,0.00336341,0.00605266,0.0100967,0,0.0145547,0.00630008,0.00818853,0.0100993,0,0,0.00628231,0.00827684,0.00605851,0.00600045,0.00328825,0.00596029,0.00653751,0.0272062,0.0183386,0.016322,0.0136662,0.0228854,0.0146645,0.0197951,0.0197156,0.0281413,0.0235338,0.0188657,0.013631,0.00319722
194,0.015668,0.00532211,0.00792772,0.00188217,0.0126688,0,0.00847049,0.00523466,0.00553235,0.00424142,0.00795661,0.0066979,0,0,0.0202614,0.0120118,0.0102664,0.0225681,0.014673,0.0195135,0.0256391,0.0344277,0.0217579,0.0175217,0.00280046,0.00334546,0.00602775,0.0101084,0,0.0145678,0.00631984,0.00819976,0.0100935,0,0,0.00628822,0.00829293,0.00605669,0.00607534,0.00329157,0.00596691,0.00655073,0.0272304,0.0183387,0.0163157,0.0136613,0.0228612,0.0147348,0.0198074,0.0197409,0.028185,0.023577,0.0189112,0.0137258,0.00318663
195,0.0156874,0.00528678,0.00795631,0.00188684,0.0126611,0,0.00846602,0.00521325,0.0055382,0.00426677,0.00796594,0.00670273,0,0,0.0202614,0.0120231,0.0102469,0.0225828,0.0147142,0.0195116,0.0256492,0.0344274,0.0217834,0.0175487,0.00280568,0.0033289,0.00599671,0.0101339,0,0.0145799,0.00637103,0.00824398,0.0101319,0,0,0.006291,0.00831625,0.00604919,0.00610238,0.00327251,0.00595188,0.0065632,0.0272241,0.0183392,0.0163105,0.0136748,0.0228332,0.0147502,0.0197532,0.0197484,0.0281749,0.0235945,0.0189319,0.0137944,0.00317209
196,0.0156919,0.00527894,0.00799531,0.0019079,0.0126602,0,0.00846203,0.00516051,0.0055631,0.00428272,0.00796783,0.00670659,0,0,0.0202417,0.0120245,0.0102281,0.0225887,0.0147366,0.0195386,0.0256427,0.0344161,0.0218158,0.0175743,0.00283833,0.00331276,0.00597898,0.0101485,0,0.0145798,0.00640418,0.00834776,0.0101854,0,0,0.00627753,0.00832806,0.00603927,0.00610962,0.00324765,0.00593074,0.00657168,0.027216,0.0183527,0.0162997,0.0137079,0.0228238,0.0146028,0.0197668,0.0197641,0.0281685,0.0235776,0.0189532,0.0138273,0.00316843
197,0.0156895,0.00533288,0.00802449,0.00193566,0.0126817,0,0.00843487,0.0051259,0.00559079,0.0042867,0.00795776,0.00673611,0,0,0.0202307,0.0120235,0.0102265,0.0225862,0.0147199,0.019573,0.0256259,0.0344105,0.021829,0.0175816,0.00286932,0.00329028,0.0059562,0.0101454,0,0.0145972,0.00641851,0.00846127,0.0102057,0,0,0.00625387,0.00832014,0.00602734,0.00612606,0.00327952,0.00594249,0.0065696,0.0272031,0.0183868,0.0162797,0.0137225,0.0227809,0.0145205,0.019844,0.0197912,0.0282017,0.0235593,0.0189727,0.0138485,0.00319837
198,0.0156857,0.00538491,0.00804588,0.00195302,0.0126937,0,0.00838653,0.00512591,0.00559614,0.00431145,0.00794575,0.00677877,0,0,0.0202311,0.012019,0.010229,0.0225898,0.0147066,0.0195795,0.0256117,0.0344028,0.0218297,0.0175965,0.00286883,0.00326632,0.00593185,0.0101372,0,0.0146488,0.00643768,0.00850057,0.0102152,0,0,0.00624384,0.00829958,0.00602678,0.00614722,0.00334574,0.00598305,0.00657141,0.0271832,0.0184239,0.0162581,0.0137006,0.0226938,0.0146026,0.019855,0.0198164,0.0282105,0.0235636,0.0189614,0.0138518,0.00323467
199,0.0156802,0.00539126,0.00806398,0.00195363,0.0126852,0,0.00835711,0.00513214,0.00559375,0.00434985,0.00794631,0.00680054,0,0,0.0202164,0.0120124,0.0102217,0.0226015,0.0147245,0.0195865,0.0255741,0.0343968,0.0218348,0.0176446,0.00284986,0.00327259,0.00593831,0.0101349,0,0.0146863,0.00645971,0.00848181,0.0102413,0,0,0.00624221,0.00827598,0.00605649,0.00617635,0.0033265,0.00600011,0.00658221,0.0271861,0.0184361,0.0162564,0.0136732,0.0226829,0.0146941,0.0198066,0.0198297,0.0281446,0.0235551,0.018932,0.0138613,0.00323136
200,0.0156907,0.0053764,0.0080742,0.00193819,0.0126725,0,0.00835476,0.0051269,0.00561159,0.00436457,0.00795483,0.00679024,0,0,0.0202044,0.0120157,0.0102132,0.0226043,0.0147433,0.0196234,0.0255545,0.0344121,0.021844,0.0177086,0.00284362,0.0033046,0.00597428,0.0101412,0,0.0146875,0.00647859,0.00845987,0.0102595,0,0,0.00622742,0.00827136,0.00609382,0.00620695,0.00324406,0.00599505,0.00658265,0.0271991,0.018424,0.016266,0.0136733,0.0227949,0.014673,0.0198155,0.0198321,0.0281066,0.0235429,0.0189585,0.0138754,0.00319557
201,0.0157166,0.0053727,0.00808067,0.00190884,0.0126518,0,0.00834349,0.00512001,0.00563515,0.00434765,0.00795348,0.0067861,0,0,0.0202462,0.0120249,0.0102256,0.0225884,0.0147418,0.0196493,0.0256217,0.0344076,0.0218555,0.0177411,0.00285092,0.00333544,0.00600919,0.0101498,0,0.0146906,0.00649107,0.00845416,0.0102516,0,0,0.00621088,0.00829563,0.00610749,0.00621581,0.00321927,0.00601634,0.00656299,0.0271912,0.01842,0.0162654,0.0136884,0.0228695,0.01463,0.0198559,0.0197999,0.0281725,0.0235803,0.019008,0.013833,0.00318685
202,0.0157303,0.0053743,0.00808655,0.00189115,0.0126331,0,0.00832599,0.00512558,0.0056419,0.00433868,0.007957,0.00681017,0,0,0.0203382,0.0120372,0.0102423,0.0225717,0.0147315,0.019634,0.0257127,0.0343578,0.0218594,0.0177368,0.00284703,0.00335297,0.006036,0.0101588,0,0.0147153,0.00649511,0.00846032,0.0102481,0,0,0.00621359,0.00833321,0.0060936,0.0061992,0.00328697,0.00605164,0.00654848,0.0271705,0.0184255,0.0162713,0.013708,0.0228061,0.0146364,0.0198438,0.0197458,0.0282488,0.0236397,0.0190174,0.0137676,0.00321726
203,0.0157246,0.00538603,0.00809412,0.00190375,0.0126172,0,0.00833595,0.00513955,0.00562412,0.00434476,0.00795519,0.00684593,0,0,0.0203936,0.0120478,0.0102455,0.0225707,0.0147351,0.0196237,0.0257152,0.0343292,0.0218423,0.0177285,0.00282914,0.00336098,0.0060475,0.0101747,0,0.0147376,0.00650524,0.00846988,0.0102462,0,0,0.00621485,0.0083582,0.00607139,0.00620575,0.00334179,0.00604603,0.00656633,0.0271674,0.0184176,0.016272,0.0137135,0.022728,0.014679,0.0197975,0.019717,0.0282189,0.0236262,0.0189954,0.0137566,0.0032519
204,0.015713,0.00539808,0.00809554,0.00191475,0.01262,0,0.00835401,0.00514448,0.00559634,0.00434187,0.00794655,0.00687239,0,0,0.020373,0.012063,0.0102336,0.0225842,0.0147638,0.0196485,0.0256909,0.0343612,0.0218144,0.0177346,0.00281855,0.00334248,0.00602468,0.0101813,0,0.014734,0.00653735,0.00846266,0.0102211,0,0,0.00620059,0.00834873,0.00607846,0.00623669,0.00334533,0.00600899,0.00657905,0.027203,0.0183943,0.0162116,0.0136922,0.0227375,0.0147407,0.0197857,0.0197058,0.0281245,0.0235699,0.018984,0.0137976,0.00324549
205,0.0156945,0.00540676,0.00809099,0.00190273,0.0126261,0,0.00834573,0.0051225,0.00556691,0.00431954,0.00793677,0.00690069,0,0,0.0203316,0.0120757,0.0102287,0.0225895,0.0147776,0.0196614,0.0257324,0.0343809,0.0218052,0.0177305,0.00280904,0.00332799,0.00601262,0.010168,0,0.0147174,0.00656625,0.00845183,0.0101894,0,0,0.0061731,0.00830906,0.00610462,0.00625753,0.0033033,0.006001,0.00655366,0.0272622,0.0183797,0.0161015,0.0136655,0.0227889,0.0147582,0.0198154,0.0196906,0.0280838,0.0235683,0.018987,0.0138528,0.00321214
206,0.015684,0.00540189,0.00808242,0.00188691,0.0126173,0,0.00833003,0.00509003,0.00553505,0.00429238,0.00793952,0.00692259,0,0,0.0203538,0.0120823,0.0102255,0.0225867,0.014746,0.0196518,0.0257926,0.0343621,0.0218093,0.0177326,0.00280799,0.00334015,0.00604049,0.010165,0,0.0147139,0.00657124,0.00845587,0.0101607,0,0,0.00615267,0.00827394,0.00609146,0.00624155,0.00324422,0.00602311,0.0065135,0.0272609,0.018374,0.0160365,0.0136554,0.0228624,0.0147423,0.0198405,0.0196857,0.0281337,0.023618,0.0190069,0.013894,0.00318625
207,0.015707,0.00539707,0.00806689,0.00187083,0.0126058,0,0.00832617,0.0050763,0.00550992,0.00428203,0.00794661,0.00692656,0,0,0.0203992,0.012083,0.0102169,0.02259,0.0147198,0.0196622,0.0258004,0.0343581,0.0217847,0.0177857,0.00282076,0.00335074,0.00606328,0.0101836,0,0.0147208,0.00657783,0.00845172,0.0101276,0,0,0.0061476,0.00828186,0.00605244,0.00622405,0.00318852,0.00603302,0.00650218,0.0271786,0.0183625,0.0160366,0.0136439,0.0229517,0.0147749,0.0198253,0.019702,0.0281982,0.0236643,0.0190252,0.0138902,0.00317373
208,0.0157417,0.00540919,0.0080555,0.00184574,0.0126207,0,0.00832247,0.00507577,0.00553305,0.00429682,0.00796022,0.00692806,0,0,0.0203634,0.0120767,0.0102173,0.0225974,0.014743,0.0196887,0.0257843,0.0343769,0.0217425,0.0178674,0.00282261,0.00335593,0.00608318,0.0101868,0,0.0147158,0.00660137,0.00840574,0.0101286,0,0,0.0061561,0.00831868,0.00606554,0.00624742,0.00316364,0.00601411,0.00651723,0.0271257,0.0183489,0.0160545,0.0136262,0.0229589,0.0148388,0.0198055,0.0197145,0.0281985,0.0236926,0.0190171,0.0138702,0.00316919
209,0.0157549,0.00540625,0.00808158,0.00183664,0.0126495,0,0.00832052,0.00508365,0.00560255,0.00432235,0.0079755,0.00693486,0,0,0.0203301,0.0120671,0.0102306,0.0226008,0.0147709,0.019694,0.0257884,0.0343826,0.0217556,0.0179164,0.00281493,0.00336363,0.00610199,0.0101794,0,0.0147084,0.00661737,0.00832649,0.0101991,0,0,0.00616932,0.0083359,0.00608163,0.00627018,0.00320357,0.00599411,0.00653109,0.0271511,0.0183481,0.0160804,0.013626,0.0228537,0.0148834,0.0198399,0.0197182,0.0281727,0.0237141,0.0190343,0.0139031,0.0031881
210,0.0157629,0.00535902,0.00814672,0.00185812,0.0126542,0,0.00832362,0.00512557,0.00563875,0.00434363,0.00795753,0.00694173,0,0,0.0204416,0.0120655,0.0102395,0.0226004,0.014761,0.0196781,0.025786,0.0343652,0.0218228,0.0179319,0.00283138,0.00331682,0.00602771,0.0102022,0,0.0147207,0.00661961,0.00826876,0.0102885,0,0,0.00617251,0.00832238,0.00600172,0.0062231,0.00325778,0.0059927,0.00654135,0.0271901,0.0183707,0.0161215,0.0136325,0.0227805,0.0148809,0.0198728,0.0197082,0.0281506,0.0237161,0.019087,0.0139705,0.00322609
211,0.0157825,0.00531801,0.0082,0.00188119,0.012649,0,0.00831578,0.00519408,0.00561564,0.00436119,0.00791476,0.00694452,0,0,0.0205737,0.0120731,0.0102439,0.0226093,0.0147458,0.0196739,0.0257324,0.0343399,0.021854,0.0179608,0.00286503,0.00322292,0.0058862,0.0102282,0,0.0147408,0.00663186,0.00826114,0.010326,0,0,0.00616931,0.00831032,0.00591294,0.00618378,0.00323699,0.00599952,0.0065505,0.0272125,0.0184126,0.0161511,0.0136366,0.0228436,0.0147452,0.0198229,0.0196956,0.0280967,0.0236978,0.0190875,0.0140042,0.00323828
212,0.0157854,0.00533928,0.00820557,0.00189375,0.0126711,0,0.00829525,0.00524713,0.00560023,0.00437353,0.00790554,0.00693984,0,0,0.0205332,0.0120712,0.0102667,0.0226253,0.0147488,0.0196788,0.0256426,0.034311,0.0218234,0.0179997,0.00287154,0.00319745,0.00585418,0.0102167,0,0.014756,0.00665338,0.00827801,0.0103088,0,0,0.00617627,0.00831477,0.00596487,0.00624816,0.00318332,0.00599709,0.00654536,0.0272034,0.0184562,0.0161586,0.0136265,0.0229552,0.0145871,0.0197457,0.0197065,0.0280429,0.0236954,0.0190155,0.0140005,0.00321332
213,0.0157756,0.00535659,0.00819693,0.00189949,0.0127075,0,0.00828799,0.00530285,0.00563579,0.00438272,0.00795318,0.00693707,0,0,0.0203991,0.0120544,0.0102676,0.0226258,0.0147501,0.0196655,0.0255964,0.034303,0.021806,0.0180145,0.00284659,0.00326442,0.00595723,0.0102094,0,0.0147809,0.00667825,0.00829567,0.0102949,0,0,0.00617936,0.00831546,0.00604195,0.00634519,0.00318925,0.00599677,0.00653171,0.0271296,0.0184828,0.0161364,0.0135849,0.0229636,0.014637,0.0197407,0.0197595,0.028079,0.023729,0.0190024,0.013971,0.00320092
214,0.015796,0.00533424,0.00821973,0.00189445,0.0127024,0,0.00829868,0.00537721,0.00565781,0.00438826,0.00801468,0.0069418,0,0,0.0203201,0.0120393,0.0101862,0.0226165,0.0147346,0.0196414,0.025594,0.0343176,0.0218156,0.0180097,0.00283453,0.0033391,0.00606111,0.0102479,0,0.0148201,0.00669997,0.00829847,0.010317,0,0,0.00616211,0.00829682,0.00599791,0.00634314,0.00323911,0.00600564,0.00653368,0.0270587,0.0184971,0.0160843,0.0135638,0.0228778,0.0148144,0.0197769,0.0198303,0.0281666,0.0237565,0.0190755,0.0139328,0.00320842
215,0.0158575,0.00531978,0.00827005,0.00189179,0.0126596,0,0.00828517,0.00542848,0.00563738,0.00439229,0.00803981,0.006954,0,0,0.0202857,0.0120452,0.0100762,0.0226119,0.0147101,0.019665,0.025603,0.0343602,0.0218261,0.018019,0.00285075,0.00337329,0.00610704,0.0102784,0,0.0148477,0.00670557,0.00827584,0.010343,0,0,0.006166,0.00825566,0.00591211,0.00631675,0.00327709,0.00602526,0.00654906,0.0270826,0.0185104,0.0160298,0.0136493,0.0228211,0.0148742,0.0198118,0.019915,0.0282374,0.023758,0.0191407,0.0139553,0.00322829
216,0.0158985,0.00534508,0.00827627,0.00190809,0.0126638,0,0.00825013,0.00544844,0.00561756,0.00439782,0.00804679,0.00696853,0,0,0.0202807,0.0120762,0.0100557,0.0226175,0.014691,0.0197163,0.0255847,0.034388,0.0218103,0.0180396,0.00287392,0.0033635,0.00611713,0.0102648,0,0.014833,0.00668561,0.00826112,0.010344,0,0,0.00613792,0.0082388,0.00596034,0.00630893,0.003265,0.00602357,0.00655647,0.02713,0.0185286,0.0160411,0.013725,0.0228423,0.0148442,0.0198342,0.0198943,0.0282284,0.0237266,0.0190841,0.0140468,0.0032389
217,0.0159112,0.00534759,0.00828242,0.0019095,0.0126847,0,0.00821936,0.00548224,0.00561258,0.00439764,0.00805011,0.00698723,0,0,0.0203197,0.0120991,0.0100964,0.0226218,0.0147098,0.0197178,0.0255628,0.0343865,0.021805,0.0180297,0.00287309,0.00334699,0.00610033,0.0102457,0,0.0148013,0.00665561,0.00824804,0.0103668,0,0,0.00614585,0.00824879,0.00602465,0.00634108,0.00324285,0.00602924,0.00654462,0.0271166,0.0185387,0.0160617,0.0136979,0.0228569,0.0148692,0.0198898,0.0198929,0.028239,0.0237428,0.0190636,0.0141089,0.00324568
218,0.0159258,0.00530593,0.008296,0.0018927,0.0127087,0,0.00821862,0.00554523,0.00559855,0.00438917,0.00807376,0.00701574,0,0,0.0203443,0.0121144,0.0100895,0.0226351,0.0147538,0.0196672,0.0255461,0.0343584,0.0217804,0.0179941,0.00286637,0.00332659,0.00607288,0.010249,0,0.0147985,0.00665,0.00824103,0.0104354,0,0,0.00615788,0.00827666,0.0059898,0.00634327,0.00318809,0.0060348,0.00654341,0.0270778,0.0185382,0.0160506,0.0136074,0.022842,0.0148822,0.0199266,0.0199658,0.0282746,0.0237722,0.0190963,0.0140728,0.00322478
219,0.0159534,0.00530975,0.0082954,0.00189973,0.0127459,0,0.00823471,0.00558376,0.00559691,0.0043741,0.00809104,0.00704102,0,0,0.0202788,0.0121241,0.0100653,0.022631,0.0147479,0.0196286,0.0255237,0.0343172,0.0217185,0.0179553,0.0028657,0.00330616,0.0060491,0.010245,0,0.0148211,0.00665416,0.00825185,0.0104644,0,0,0.00615721,0.00828983,0.00594195,0.00635951,0.00312061,0.00602357,0.00657377,0.0270653,0.0185326,0.016023,0.0135613,0.0228548,0.0148054,0.0199365,0.0200572,0.0283384,0.0237569,0.0191067,0.0140269,0.00319096
220,0.0159749,0.00540587,0.00827678,0.00192341,0.0127851,0,0.00824021,0.00558545,0.00561757,0.00436179,0.00808158,0.00703951,0,0,0.0201929,0.0121203,0.0100849,0.0225955,0.0146847,0.0196063,0.025498,0.0342851,0.0216701,0.0179125,0.00286122,0.00328927,0.0060285,0.0102278,0,0.0148322,0.00664061,0.00828009,0.010398,0,0,0.00614904,0.00828154,0.00596371,0.00641568,0.00310027,0.00601043,0.00658843,0.0270689,0.0185188,0.0160068,0.0135748,0.0229036,0.0147355,0.0199533,0.0201042,0.0284167,0.0237314,0.0191063,0.0140393,0.00318662
221,0.0159792,0.00547624,0.00826659,0.00192341,0.0127911,0,0.00821724,0.00559895,0.00562051,0.00435668,0.00806813,0.00701068,0,0,0.0201806,0.0121127,0.0101065,0.0225707,0.0146463,0.0195611,0.0254957,0.0342775,0.0216717,0.0178677,0.00285875,0.00328415,0.0060166,0.0102269,0,0.0148284,0.0066292,0.00827836,0.0103316,0,0,0.0061491,0.00828399,0.00601165,0.00647003,0.00312322,0.00601603,0.00657055,0.0270739,0.0185028,0.0160058,0.0135681,0.0229234,0.0147369,0.0199365,0.0201051,0.0283953,0.0237329,0.0191345,0.0140288,0.00320852
222,0.0159724,0.00545864,0.00827858,0.00191616,0.0127676,0,0.00820265,0.00563646,0.00561161,0.00436201,0.00805437,0.00696921,0,0,0.0201953,0.0121162,0.0101036,0.0225739,0.014659,0.0195299,0.0255134,0.0342829,0.0216991,0.0178382,0.00286638,0.00328953,0.00601341,0.0102346,0,0.0148264,0.00664574,0.00823872,0.0103546,0,0,0.00616088,0.00830492,0.00602243,0.00648432,0.00320002,0.00603826,0.00654369,0.0270907,0.0185019,0.0159953,0.013548,0.0228805,0.0147385,0.0198962,0.0201217,0.028274,0.0237147,0.0191896,0.0139522,0.0032347
223,0.0159617,0.00542768,0.00828654,0.00192761,0.0127644,0,0.00824299,0.00567278,0.00563015,0.00437303,0.00801687,0.00693703,0,0,0.0201952,0.0121171,0.0101122,0.022565,0.0146694,0.0195637,0.0255059,0.0342798,0.0217218,0.0177998,0.0028738,0.00328873,0.00598996,0.0102249,0,0.0148388,0.00666824,0.00820808,0.0104154,0,0,0.00618046,0.00832189,0.00603223,0.00649411,0.00325229,0.00604456,0.00654064,0.0271096,0.0185202,0.0159814,0.0135738,0.0228237,0.0147138,0.0198861,0.0201382,0.0281838,0.0236093,0.0192017,0.0138895,0.00325396
224,0.0159573,0.00544129,0.00827901,0.00193798,0.0127902,0,0.00828836,0.00569487,0.00563895,0.00437933,0.00795857,0.00692731,0,0,0.0202253,0.0120954,0.0101373,0.0225464,0.014666,0.0196191,0.0254653,0.0342605,0.0217511,0.0177217,0.00287028,0.00327357,0.005936,0.0102126,0,0.014861,0.00665132,0.00822373,0.0104271,0,0,0.00618442,0.00832534,0.00605616,0.00653122,0.00323224,0.00601683,0.00655993,0.0270973,0.0185381,0.0159877,0.0136202,0.0228382,0.014698,0.0199133,0.0201527,0.0282061,0.0235317,0.0191755,0.0138919,0.00324888
225,0.0159606,0.0054415,0.0082836,0.00192255,0.0128045,0,0.00824911,0.00569715,0.00559972,0.00437315,0.00792299,0.00693165,0,0,0.0202799,0.0120683,0.0101386,0.0225616,0.0146706,0.0196318,0.0254743,0.0342458,0.0217775,0.0176443,0.00286355,0.00325862,0.00589796,0.0102256,0,0.0148732,0.0066215,0.00824887,0.0104308,0,0,0.00617666,0.00831992,0.00603282,0.00655091,0.00317906,0.00597602,0.00658929,0.0270315,0.0185437,0.0160129,0.0135991,0.0229166,0.0146606,0.0199523,0.020189,0.028264,0.0235843,0.019178,0.0138969,0.00323978
226,0.0160065,0.00545867,0.00829782,0.0019078,0.0128322,0,0.00811021,0.00562197,0.00556513,0.00439057,0.00791085,0.00688006,0,0,0.0202918,0.0120774,0.0101151,0.0225864,0.0146612,0.0196047,0.0255732,0.0342681,0.0217485,0.0176302,0.00287838,0.00321636,0.00597772,0.0102898,0,0.0148396,0.00662384,0.0082648,0.0104522,0,0,0.0061417,0.00832189,0.0060254,0.00651003,0.00310772,0.00598229,0.00661675,0.0269973,0.0185578,0.0160152,0.0135427,0.0229536,0.0145855,0.0199892,0.0201969,0.028273,0.0236223,0.019174,0.0138606,0.00325444
227,0.0159478,0.00537806,0.00835675,0.0019107,0.0127862,0,0.00811766,0.0056337,0.00557804,0.00439849,0.00792439,0.00694588,0,0,0.0202596,0.0120782,0.010136,0.0226101,0.0146692,0.0195853,0.0256658,0.0342944,0.0217297,0.0176874,0.00287973,0.00331601,0.00598754,0.0102831,0,0.0148733,0.00671611,0.00831954,0.0105177,0,0,0.00613616,0.00830436,0.00590966,0.006504,0.00312885,0.00601261,0.00657718,0.0270409,0.0185373,0.0160486,0.013562,0.0229181,0.014548,0.0199929,0.0202475,0.0282711,0.0236145,0.0192708,0.013876,0.00324061
228,0.0160007,0.00545056,0.0083544,0.00192987,0.0127878,0,0.00805378,0.00563493,0.00562398,0.00443634,0.00792349,0.00692195,0,0,0.0202484,0.0120747,0.010155,0.0225942,0.0146623,0.0195646,0.0256681,0.0343184,0.0216958,0.017727,0.00288761,0.00331198,0.00603571,0.0102677,0,0.0148722,0.00676977,0.0083303,0.0105064,0,0,0.00612053,0.00833536,0.00595664,0.0065381,0.00314012,0.00607029,0.00656912,0.0271189,0.0185414,0.016041,0.0136181,0.0228723,0.0145662,0.0199326,0.0202517,0.0282798,0.0235844,0.0192899,0.0139076,0.00324524
